DB_SIZE,SW_MATCHED,SW_ELAPSED,SW_MATCH_TIME,HW_MATCHED,HW_ELAPSED,HW_MATCH_TIME
500,128,0.001672,0.000002,128,0.024826,0.000044
500,128,0.001728,0.000002,128,0.024824,0.000044
500,128,0.001705,0.000002,128,0.024809,0.000044
500,128,0.001744,0.000002,128,0.024797,0.000044
500,128,0.001692,0.000002,128,0.024823,0.000044
500,128,0.001760,0.000002,128,0.024798,0.000044
500,128,0.001713,0.000002,128,0.024791,0.000044
500,128,0.001720,0.000002,128,0.024827,0.000044
500,128,0.001676,0.000002,128,0.024738,0.000044
500,128,0.001735,0.000002,128,0.024824,0.000044
500,128,0.001755,0.000002,128,0.024815,0.000044
1000,128,0.003348,0.000002,128,0.049633,0.000044
1000,128,0.003348,0.000002,128,0.049636,0.000044
1000,128,0.003419,0.000002,128,0.049635,0.000044
1000,128,0.003472,0.000002,128,0.049635,0.000044
1000,128,0.003454,0.000002,128,0.049636,0.000044
1000,128,0.003469,0.000002,128,0.049634,0.000044
1000,128,0.003432,0.000002,128,0.049626,0.000044
1000,128,0.003483,0.000002,128,0.049631,0.000044
1000,128,0.003495,0.000002,128,0.049613,0.000044
1000,128,0.003415,0.000002,128,0.049635,0.000044
1000,128,0.003367,0.000002,128,0.049629,0.000044
1000,128,0.003438,0.000002,128,0.049629,0.000044
1000,128,0.003425,0.000002,128,0.049630,0.000044
1000,128,0.003419,0.000002,128,0.049642,0.000044
1000,128,0.003449,0.000002,128,0.049641,0.000044
1000,128,0.003418,0.000002,128,0.049639,0.000044
1000,128,0.003456,0.000002,128,0.049635,0.000044
1000,128,0.003477,0.000002,128,0.049638,0.000044
1000,128,0.003476,0.000002,128,0.049629,0.000044
1000,128,0.003471,0.000002,128,0.049635,0.000044
1000,128,0.003362,0.000002,128,0.049641,0.000044
1000,128,0.003455,0.000002,128,0.049562,0.000044
1000,128,0.003437,0.000002,128,0.049567,0.000044
1000,128,0.003362,0.000002,128,0.049639,0.000044
1000,128,0.003537,0.000002,128,0.049568,0.000044
1000,128,0.003425,0.000002,128,0.049637,0.000044
1000,128,0.003360,0.000002,128,0.049644,0.000044
1000,128,0.003413,0.000002,128,0.049636,0.000044
1000,128,0.003349,0.000002,128,0.049634,0.000044
1000,128,0.003455,0.000002,128,0.049640,0.000044
1000,128,0.003448,0.000002,128,0.049634,0.000044
1000,128,0.003443,0.000002,128,0.049558,0.000044
1000,128,0.003423,0.000002,128,0.049563,0.000044
1000,128,0.003461,0.000002,128,0.049645,0.000044
1000,128,0.003374,0.000002,128,0.049640,0.000044
1000,128,0.003424,0.000002,128,0.049561,0.000044
1000,128,0.003361,0.000002,128,0.049560,0.000044
1000,128,0.003477,0.000002,128,0.049626,0.000044
1000,128,0.003422,0.000002,128,0.049626,0.000044
1000,128,0.003440,0.000002,128,0.049627,0.000044
1000,128,0.003356,0.000002,128,0.049612,0.000044
1000,128,0.003477,0.000002,128,0.049637,0.000044
1000,128,0.003357,0.000002,128,0.049633,0.000044
1000,128,0.003431,0.000002,128,0.049635,0.000044
1000,128,0.003499,0.000002,128,0.049635,0.000044
1000,128,0.003428,0.000002,128,0.049641,0.000044
1000,128,0.003410,0.000002,128,0.049562,0.000044
1000,128,0.003357,0.000002,128,0.049562,0.000044
1000,128,0.003415,0.000002,128,0.049635,0.000044
1000,128,0.003381,0.000002,128,0.049590,0.000044
1000,128,0.003484,0.000002,128,0.049628,0.000044
1000,128,0.003439,0.000002,128,0.049629,0.000044
1000,128,0.003488,0.000002,128,0.049646,0.000044
1000,128,0.003476,0.000002,128,0.049643,0.000044
1000,128,0.003349,0.000002,128,0.049633,0.000044
1000,128,0.003462,0.000002,128,0.049630,0.000044
1000,128,0.003426,0.000002,128,0.049643,0.000044
1000,128,0.003502,0.000002,128,0.049635,0.000044
1000,128,0.003452,0.000002,128,0.049628,0.000044
1000,128,0.003461,0.000002,128,0.049627,0.000044
1000,128,0.003466,0.000002,128,0.049635,0.000044
1000,128,0.003375,0.000002,128,0.049635,0.000044
1000,128,0.003442,0.000002,128,0.049628,0.000044
1000,128,0.003416,0.000002,128,0.049642,0.000044
1000,128,0.003371,0.000002,128,0.049642,0.000044
1000,128,0.003464,0.000002,128,0.049641,0.000044
1000,128,0.003340,0.000002,128,0.049639,0.000044
1000,128,0.003436,0.000002,128,0.049636,0.000044
1000,128,0.003469,0.000002,128,0.049636,0.000044
1000,128,0.003477,0.000002,128,0.049628,0.000044
1000,128,0.003415,0.000002,128,0.049628,0.000044
1000,128,0.003463,0.000002,128,0.049640,0.000044
1000,128,0.003447,0.000002,128,0.049629,0.000044
1000,128,0.003432,0.000002,128,0.049363,0.000044
1000,128,0.003483,0.000002,128,0.049636,0.000044
1000,128,0.003338,0.000002,128,0.049635,0.000044
1000,128,0.003510,0.000002,128,0.049627,0.000044
1000,128,0.003461,0.000002,128,0.049628,0.000044
1000,128,0.003426,0.000002,128,0.049641,0.000044
1000,128,0.003362,0.000002,128,0.049640,0.000044
1000,128,0.003441,0.000002,128,0.049636,0.000044
1000,128,0.003484,0.000002,128,0.049634,0.000044
1000,128,0.003483,0.000002,128,0.049626,0.000044
1000,128,0.003406,0.000002,128,0.049635,0.000044
1000,128,0.003455,0.000002,128,0.049590,0.000044
1000,128,0.003415,0.000002,128,0.049609,0.000044
1000,128,0.003408,0.000002,128,0.049635,0.000044
1000,128,0.003479,0.000002,128,0.049639,0.000044
1000,128,0.003491,0.000002,128,0.049642,0.000044
1000,128,0.003443,0.000002,128,0.049627,0.000044
1000,128,0.003491,0.000002,128,0.049629,0.000044
1000,128,0.003333,0.000002,128,0.049636,0.000044
1000,128,0.003424,0.000002,128,0.049617,0.000044
1000,128,0.003426,0.000002,128,0.049637,0.000044
1000,128,0.003346,0.000002,128,0.049625,0.000044
1000,128,0.003445,0.000002,128,0.049641,0.000044
1000,128,0.003461,0.000002,128,0.049615,0.000044
1000,128,0.003448,0.000002,128,0.049636,0.000044
1000,128,0.003415,0.000002,128,0.049628,0.000044
1000,128,0.003350,0.000002,128,0.049629,0.000044
1500,128,0.005160,0.000002,128,0.074377,0.000044
1500,128,0.005195,0.000002,128,0.074364,0.000044
1500,128,0.005025,0.000002,128,0.074292,0.000044
1500,128,0.004975,0.000002,128,0.074367,0.000044
1500,128,0.005155,0.000002,128,0.074371,0.000044
1500,128,0.005183,0.000002,128,0.074380,0.000044
1500,128,0.005192,0.000002,128,0.074382,0.000044
1500,128,0.005117,0.000002,128,0.074370,0.000044
1500,128,0.005183,0.000002,128,0.074379,0.000044
1500,128,0.005143,0.000002,128,0.074376,0.000044
1500,128,0.005185,0.000002,128,0.074430,0.000044
1500,128,0.005169,0.000002,128,0.074382,0.000044
1500,128,0.005174,0.000002,128,0.074381,0.000044
1500,128,0.005017,0.000002,128,0.074374,0.000044
1500,128,0.005008,0.000002,128,0.074375,0.000044
1500,128,0.005157,0.000002,128,0.074320,0.000044
1500,128,0.004980,0.000002,128,0.074381,0.000044
1500,128,0.005117,0.000002,128,0.074378,0.000044
1500,128,0.005008,0.000002,128,0.074380,0.000044
1500,128,0.005124,0.000002,128,0.074353,0.000044
1500,128,0.005229,0.000002,128,0.074362,0.000044
1500,128,0.005199,0.000002,128,0.074376,0.000044
1500,128,0.005026,0.000002,128,0.074382,0.000044
1500,128,0.005184,0.000002,128,0.074350,0.000044
1500,128,0.005209,0.000002,128,0.074365,0.000044
1500,128,0.005161,0.000002,128,0.074373,0.000044
1500,128,0.005191,0.000002,128,0.074376,0.000044
1500,128,0.005154,0.000002,128,0.074362,0.000044
1500,128,0.005125,0.000002,128,0.074377,0.000044
1500,128,0.005010,0.000002,128,0.074376,0.000044
1500,128,0.005024,0.000002,128,0.074378,0.000044
1500,128,0.005201,0.000002,128,0.074390,0.000044
1500,128,0.005240,0.000002,128,0.074362,0.000044
1500,128,0.005202,0.000002,128,0.074375,0.000044
1500,128,0.005013,0.000002,128,0.074373,0.000044
1500,128,0.005027,0.000002,128,0.074365,0.000044
1500,128,0.005128,0.000002,128,0.074367,0.000044
1500,128,0.005198,0.000002,128,0.074387,0.000044
1500,128,0.005179,0.000002,128,0.074382,0.000044
1500,128,0.005122,0.000002,128,0.074122,0.000044
1500,128,0.005112,0.000002,128,0.074359,0.000044
1500,128,0.005133,0.000002,128,0.074328,0.000044
1500,128,0.004987,0.000002,128,0.074369,0.000044
1500,128,0.005209,0.000002,128,0.074381,0.000044
1500,128,0.005232,0.000002,128,0.074382,0.000044
1500,128,0.005109,0.000002,128,0.074365,0.000044
1500,128,0.005040,0.000002,128,0.074385,0.000044
1500,128,0.005185,0.000002,128,0.074374,0.000044
1500,128,0.005152,0.000002,128,0.074380,0.000044
1500,128,0.005016,0.000002,128,0.074349,0.000044
1500,128,0.005037,0.000002,128,0.074383,0.000044
1500,128,0.005226,0.000002,128,0.074377,0.000044
1500,128,0.005122,0.000002,128,0.074356,0.000044
1500,128,0.005049,0.000002,128,0.074362,0.000044
1500,128,0.005212,0.000002,128,0.074308,0.000044
1500,128,0.005146,0.000002,128,0.074389,0.000044
1500,128,0.005157,0.000002,128,0.074350,0.000044
1500,128,0.005152,0.000002,128,0.074378,0.000044
1500,128,0.005013,0.000002,128,0.074391,0.000044
1500,128,0.004981,0.000002,128,0.074299,0.000044
1500,128,0.005207,0.000002,128,0.074392,0.000044
1500,128,0.005036,0.000002,128,0.074285,0.000044
1500,128,0.005134,0.000002,128,0.074304,0.000044
1500,128,0.005169,0.000002,128,0.074381,0.000044
1500,128,0.005205,0.000002,128,0.074359,0.000044
1500,128,0.005017,0.000002,128,0.074376,0.000044
1500,128,0.005175,0.000002,128,0.074375,0.000044
1500,128,0.005055,0.000002,128,0.074371,0.000044
1500,128,0.005174,0.000002,128,0.074389,0.000044
1500,128,0.005206,0.000002,128,0.074380,0.000044
1500,128,0.005001,0.000002,128,0.074382,0.000044
1500,128,0.005267,0.000002,128,0.074378,0.000044
1500,128,0.004998,0.000002,128,0.074110,0.000044
1500,128,0.005032,0.000002,128,0.074373,0.000044
1500,128,0.005192,0.000002,128,0.074384,0.000044
1500,128,0.005191,0.000002,128,0.074374,0.000044
1500,128,0.005037,0.000002,128,0.074378,0.000044
1500,128,0.005133,0.000002,128,0.074378,0.000044
1500,128,0.005145,0.000002,128,0.074383,0.000044
1500,128,0.005209,0.000002,128,0.074376,0.000044
1500,128,0.005171,0.000002,128,0.074379,0.000044
1500,128,0.005003,0.000002,128,0.074380,0.000044
1500,128,0.005200,0.000002,128,0.074386,0.000044
1500,128,0.005153,0.000002,128,0.074375,0.000044
1500,128,0.005172,0.000002,128,0.074384,0.000044
1500,128,0.005172,0.000002,128,0.074379,0.000044
1500,128,0.005060,0.000002,128,0.074309,0.000044
1500,128,0.005007,0.000002,128,0.074379,0.000044
1500,128,0.005147,0.000002,128,0.074388,0.000044
1500,128,0.005182,0.000002,128,0.074341,0.000044
1500,128,0.005190,0.000002,128,0.074300,0.000044
1500,128,0.005135,0.000002,128,0.074386,0.000044
1500,128,0.005193,0.000002,128,0.074284,0.000044
1500,128,0.005119,0.000002,128,0.074356,0.000044
1500,128,0.005211,0.000002,128,0.074384,0.000044
1500,128,0.004996,0.000002,128,0.074376,0.000044
1500,128,0.005196,0.000002,128,0.074368,0.000044
1500,128,0.005175,0.000002,128,0.074381,0.000044
1500,128,0.005154,0.000002,128,0.074376,0.000044
1500,128,0.005154,0.000002,128,0.074369,0.000044
2000,128,0.006811,0.000002,128,0.099193,0.000044
2000,128,0.006894,0.000002,128,0.099197,0.000044
2000,128,0.006871,0.000002,128,0.099199,0.000044
2000,128,0.006939,0.000002,128,0.099194,0.000044
2000,128,0.006678,0.000002,128,0.099201,0.000044
2000,128,0.006957,0.000002,128,0.099053,0.000044
2000,128,0.006734,0.000002,128,0.099193,0.000044
2000,128,0.006952,0.000002,128,0.099217,0.000044
2000,128,0.006879,0.000002,128,0.098876,0.000044
2000,128,0.006788,0.000002,128,0.099205,0.000044
2000,128,0.006817,0.000002,128,0.099178,0.000044
2000,128,0.006822,0.000002,128,0.099209,0.000044
2000,128,0.007022,0.000002,128,0.099195,0.000044
2000,128,0.006961,0.000002,128,0.099198,0.000044
2000,128,0.006678,0.000002,128,0.098936,0.000044
2000,128,0.006673,0.000002,128,0.099192,0.000044
2000,128,0.006828,0.000002,128,0.098823,0.000044
2000,128,0.006912,0.000002,128,0.099130,0.000044
2000,128,0.006689,0.000002,128,0.099201,0.000044
2000,128,0.006975,0.000002,128,0.098931,0.000044
2000,128,0.006833,0.000002,128,0.099125,0.000044
2000,128,0.006821,0.000002,128,0.099198,0.000044
2000,128,0.006678,0.000002,128,0.099198,0.000044
2000,128,0.006897,0.000002,128,0.099210,0.000044
2000,128,0.006887,0.000002,128,0.099199,0.000044
2000,128,0.006937,0.000002,128,0.099207,0.000044
2000,128,0.006721,0.000002,128,0.099205,0.000044
2000,128,0.006849,0.000002,128,0.099189,0.000044
2000,128,0.006957,0.000002,128,0.099208,0.000044
2000,128,0.006755,0.000002,128,0.098946,0.000044
2000,128,0.006680,0.000002,128,0.099200,0.000044
2000,128,0.006944,0.000002,128,0.099197,0.000044
2000,128,0.006874,0.000002,128,0.099214,0.000044
2000,128,0.006976,0.000002,128,0.099199,0.000044
2000,128,0.006709,0.000002,128,0.099182,0.000044
2000,128,0.006668,0.000002,128,0.099197,0.000044
2000,128,0.006975,0.000002,128,0.099157,0.000044
2000,128,0.006857,0.000002,128,0.099194,0.000044
2000,128,0.006717,0.000002,128,0.099201,0.000044
2000,128,0.006692,0.000002,128,0.099199,0.000044
2000,128,0.006662,0.000002,128,0.099195,0.000044
2000,128,0.006979,0.000002,128,0.099188,0.000044
2000,128,0.006715,0.000002,128,0.099206,0.000044
2000,128,0.006904,0.000002,128,0.099200,0.000044
2000,128,0.006880,0.000002,128,0.099197,0.000044
2000,128,0.006732,0.000002,128,0.099197,0.000044
2000,128,0.006999,0.000002,128,0.099103,0.000044
2000,128,0.007081,0.000002,128,0.099177,0.000044
2000,128,0.006695,0.000002,128,0.099200,0.000044
2000,128,0.006920,0.000002,128,0.099195,0.000044
2000,128,0.006690,0.000002,128,0.099198,0.000044
2000,128,0.006987,0.000002,128,0.099174,0.000044
2000,128,0.006856,0.000002,128,0.099197,0.000044
2000,128,0.006760,0.000002,128,0.099177,0.000044
2000,128,0.006961,0.000002,128,0.099198,0.000044
2000,128,0.006981,0.000002,128,0.099195,0.000044
2000,128,0.006817,0.000002,128,0.099167,0.000044
2000,128,0.006679,0.000002,128,0.099199,0.000044
2000,128,0.006675,0.000002,128,0.099198,0.000044
2000,128,0.006917,0.000002,128,0.099197,0.000044
2000,128,0.006919,0.000002,128,0.099198,0.000044
2000,128,0.006717,0.000002,128,0.099206,0.000044
2000,128,0.006820,0.000002,128,0.098867,0.000044
2000,128,0.006879,0.000002,128,0.099200,0.000044
2000,128,0.006893,0.000002,128,0.099199,0.000044
2000,128,0.006975,0.000002,128,0.098938,0.000044
2000,128,0.006872,0.000002,128,0.099199,0.000044
2000,128,0.006774,0.000002,128,0.099201,0.000044
2000,128,0.006961,0.000002,128,0.099195,0.000044
2000,128,0.006816,0.000002,128,0.099202,0.000044
2000,128,0.006716,0.000002,128,0.099203,0.000044
2000,128,0.006829,0.000002,128,0.099195,0.000044
2000,128,0.006909,0.000002,128,0.099199,0.000044
2000,128,0.006946,0.000002,128,0.099199,0.000044
2000,128,0.006711,0.000002,128,0.099189,0.000044
2000,128,0.006963,0.000002,128,0.098876,0.000044
2000,128,0.006641,0.000002,128,0.099205,0.000044
2000,128,0.006952,0.000002,128,0.099155,0.000044
2000,128,0.006950,0.000002,128,0.099199,0.000044
2000,128,0.006834,0.000002,128,0.099200,0.000044
2000,128,0.006849,0.000002,128,0.099197,0.000044
2000,128,0.006967,0.000002,128,0.099196,0.000044
2000,128,0.006922,0.000002,128,0.099088,0.000044
2000,128,0.007054,0.000002,128,0.099183,0.000044
2000,128,0.006934,0.000002,128,0.099183,0.000044
2000,128,0.006687,0.000002,128,0.099203,0.000044
2000,128,0.006884,0.000002,128,0.099184,0.000044
2000,128,0.006906,0.000002,128,0.099109,0.000044
2000,128,0.006861,0.000002,128,0.099200,0.000044
2000,128,0.007032,0.000002,128,0.099199,0.000044
2000,128,0.006900,0.000002,128,0.099198,0.000044
2000,128,0.006952,0.000002,128,0.099114,0.000044
2000,128,0.006949,0.000002,128,0.099172,0.000044
2000,128,0.006820,0.000002,128,0.099199,0.000044
2000,128,0.006799,0.000002,128,0.099198,0.000044
2000,128,0.006664,0.000002,128,0.099189,0.000044
2000,128,0.006880,0.000002,128,0.099182,0.000044
2000,128,0.006935,0.000002,128,0.099203,0.000044
2000,128,0.006912,0.000002,128,0.098871,0.000044
2000,128,0.006691,0.000002,128,0.099199,0.000044
2500,128,0.008675,0.000002,128,0.124003,0.000044
2500,128,0.008430,0.000002,128,0.124018,0.000044
2500,128,0.008562,0.000002,128,0.124021,0.000044
2500,128,0.008561,0.000002,128,0.122439,0.000043
2500,128,0.008359,0.000002,128,0.124018,0.000044
2500,128,0.008537,0.000002,128,0.124027,0.000044
2500,128,0.008742,0.000002,128,0.123841,0.000044
2500,128,0.008451,0.000002,128,0.124018,0.000044
2500,128,0.008672,0.000002,128,0.124015,0.000044
2500,128,0.008655,0.000002,128,0.123775,0.000044
2500,128,0.008476,0.000002,128,0.124013,0.000044
2500,128,0.008381,0.000002,128,0.124022,0.000044
2500,128,0.008697,0.000002,128,0.124020,0.000044
2500,128,0.008551,0.000002,128,0.124029,0.000044
2500,128,0.008510,0.000002,128,0.124010,0.000044
2500,128,0.008751,0.000002,128,0.123672,0.000044
2500,128,0.008584,0.000002,128,0.124018,0.000044
2500,128,0.008697,0.000002,128,0.123705,0.000044
2500,128,0.008692,0.000002,128,0.124019,0.000044
2500,128,0.008794,0.000002,128,0.124021,0.000044
2500,128,0.008620,0.000002,128,0.122357,0.000043
2500,128,0.008648,0.000002,128,0.124000,0.000044
2500,128,0.008613,0.000002,128,0.124002,0.000044
2500,128,0.008649,0.000002,128,0.123983,0.000044
2500,128,0.008553,0.000002,128,0.124021,0.000044
2500,128,0.008612,0.000002,128,0.124020,0.000044
2500,128,0.008420,0.000002,128,0.124020,0.000044
2500,128,0.008541,0.000002,128,0.124003,0.000044
2500,128,0.008452,0.000002,128,0.122570,0.000043
2500,128,0.008595,0.000002,128,0.124020,0.000044
2500,128,0.008403,0.000002,128,0.124017,0.000044
2500,128,0.008470,0.000002,128,0.123979,0.000044
2500,128,0.008686,0.000002,128,0.124019,0.000044
2500,128,0.008605,0.000002,128,0.124000,0.000044
2500,128,0.008608,0.000002,128,0.124015,0.000044
2500,128,0.008572,0.000002,128,0.124019,0.000044
2500,128,0.008704,0.000002,128,0.124010,0.000044
2500,128,0.008607,0.000002,128,0.124002,0.000044
2500,128,0.008557,0.000002,128,0.124000,0.000044
2500,128,0.008687,0.000002,128,0.123978,0.000044
2500,128,0.008378,0.000002,128,0.124021,0.000044
2500,128,0.008405,0.000002,128,0.124016,0.000044
2500,128,0.008700,0.000002,128,0.123988,0.000044
2500,128,0.008447,0.000002,128,0.123998,0.000044
2500,128,0.008552,0.000002,128,0.123981,0.000044
2500,128,0.008668,0.000002,128,0.124027,0.000044
2500,128,0.008601,0.000002,128,0.124019,0.000044
2500,128,0.008703,0.000002,128,0.124018,0.000044
2500,128,0.008698,0.000002,128,0.123894,0.000044
2500,128,0.008626,0.000002,128,0.124024,0.000044
2500,128,0.008750,0.000002,128,0.124024,0.000044
2500,128,0.008577,0.000002,128,0.124046,0.000044
2500,128,0.008658,0.000002,128,0.124012,0.000044
2500,128,0.008727,0.000002,128,0.124019,0.000044
2500,128,0.008455,0.000002,128,0.124019,0.000044
2500,128,0.008557,0.000002,128,0.124013,0.000044
2500,128,0.008625,0.000002,128,0.124019,0.000044
2500,128,0.008417,0.000002,128,0.124020,0.000044
2500,128,0.008399,0.000002,128,0.124001,0.000044
2500,128,0.008828,0.000002,128,0.124012,0.000044
2500,128,0.008571,0.000002,128,0.124016,0.000044
2500,128,0.008567,0.000002,128,0.124016,0.000044
2500,128,0.008827,0.000002,128,0.124019,0.000044
2500,128,0.008697,0.000002,128,0.124011,0.000044
2500,128,0.008698,0.000002,128,0.124000,0.000044
2500,128,0.008538,0.000002,128,0.123983,0.000044
2500,128,0.008638,0.000002,128,0.123987,0.000044
2500,128,0.008679,0.000002,128,0.124018,0.000044
2500,128,0.008702,0.000002,128,0.124012,0.000044
2500,128,0.008672,0.000002,128,0.123980,0.000044
2500,128,0.008678,0.000002,128,0.123988,0.000044
2500,128,0.008640,0.000002,128,0.123990,0.000044
2500,128,0.008569,0.000002,128,0.124031,0.000044
2500,128,0.008715,0.000002,128,0.123934,0.000044
2500,128,0.008378,0.000002,128,0.123980,0.000044
2500,128,0.008651,0.000002,128,0.124019,0.000044
2500,128,0.008423,0.000002,128,0.124017,0.000044
2500,128,0.008374,0.000002,128,0.124014,0.000044
2500,128,0.008663,0.000002,128,0.124021,0.000044
2500,128,0.008843,0.000002,128,0.124002,0.000044
2500,128,0.008656,0.000002,128,0.123999,0.000044
2500,128,0.008573,0.000002,128,0.124021,0.000044
2500,128,0.008640,0.000002,128,0.124024,0.000044
2500,128,0.008622,0.000002,128,0.124019,0.000044
2500,128,0.008680,0.000002,128,0.124005,0.000044
2500,128,0.008693,0.000002,128,0.124003,0.000044
2500,128,0.008382,0.000002,128,0.123999,0.000044
2500,128,0.008473,0.000002,128,0.124021,0.000044
2500,128,0.008577,0.000002,128,0.124017,0.000044
2500,128,0.008400,0.000002,128,0.123995,0.000044
2500,128,0.008583,0.000002,128,0.123985,0.000044
2500,128,0.008417,0.000002,128,0.124013,0.000044
2500,128,0.008653,0.000002,128,0.123986,0.000044
2500,128,0.008370,0.000002,128,0.124030,0.000044
2500,128,0.008658,0.000002,128,0.124002,0.000044
2500,128,0.008527,0.000002,128,0.123992,0.000044
2500,128,0.008756,0.000002,128,0.123989,0.000044
2500,128,0.008688,0.000002,128,0.124021,0.000044
2500,128,0.008532,0.000002,128,0.124011,0.000044
2500,128,0.008617,0.000002,128,0.124017,0.000044
3000,128,0.010412,0.000002,128,0.148740,0.000044
3000,128,0.010414,0.000002,128,0.148757,0.000044
3000,128,0.010443,0.000002,128,0.148750,0.000044
3000,128,0.010056,0.000002,128,0.148747,0.000044
3000,128,0.010058,0.000002,128,0.148762,0.000044
3000,128,0.010109,0.000002,128,0.148748,0.000044
3000,128,0.010451,0.000002,128,0.148753,0.000044
3000,128,0.010052,0.000002,128,0.148750,0.000044
3000,128,0.010046,0.000002,128,0.148769,0.000044
3000,128,0.010475,0.000002,128,0.148606,0.000044
3000,128,0.010356,0.000002,128,0.148744,0.000044
3000,128,0.010311,0.000002,128,0.148759,0.000044
3000,128,0.010502,0.000002,128,0.148764,0.000044
3000,128,0.010117,0.000002,128,0.148675,0.000044
