ITERATIONS,DB_SIZE,SW_ELAPSED,HW_ELAPSED
50,800,0.001430,0.000565
50,800,0.001419,0.000570
50,800,0.001409,0.000567
50,800,0.001447,0.000563
50,800,0.001415,0.000567
50,800,0.001409,0.000563
50,800,0.001408,0.000562
50,800,0.001407,0.000575
50,800,0.001408,0.000562
50,800,0.001410,0.000573
50,800,0.001410,0.000562
50,800,0.001410,0.000581
50,800,0.001408,0.000562
50,800,0.001408,0.000555
50,800,0.001410,0.000564
50,800,0.001408,0.000565
50,800,0.001410,0.000564
50,800,0.001407,0.000564
50,800,0.001409,0.000564
50,800,0.001406,0.000564
50,800,0.001408,0.000564
50,800,0.001409,0.000564
50,800,0.001408,0.000563
50,800,0.001409,0.000564
50,800,0.001409,0.000563
50,800,0.001405,0.000565
50,800,0.001409,0.000564
50,800,0.001406,0.000564
50,800,0.001409,0.000563
50,800,0.001411,0.000564
50,800,0.001407,0.000563
50,800,0.001410,0.000563
50,800,0.001424,0.000563
50,800,0.001408,0.000563
50,800,0.001409,0.000563
50,800,0.001409,0.000563
50,800,0.001408,0.000563
50,800,0.001410,0.000574
50,800,0.001409,0.000563
50,800,0.001415,0.000563
50,800,0.001415,0.000564
50,800,0.001427,0.000563
50,800,0.001410,0.000563
50,800,0.001415,0.000562
50,800,0.001415,0.000563
50,800,0.001425,0.000562
50,800,0.001407,0.000563
50,800,0.001418,0.000562
50,800,0.001410,0.000563
50,800,0.001423,0.000562
50,1600,0.002816,0.001025
50,1600,0.002778,0.001035
50,1600,0.002764,0.001027
50,1600,0.002741,0.001030
50,1600,0.002737,0.001029
50,1600,0.002736,0.001028
50,1600,0.002730,0.001028
50,1600,0.002732,0.001029
50,1600,0.002729,0.001029
50,1600,0.002732,0.001029
50,1600,0.002735,0.001041
50,1600,0.002739,0.001028
50,1600,0.002747,0.001028
50,1600,0.002740,0.001028
50,1600,0.002744,0.001028
50,1600,0.002744,0.001027
50,1600,0.002747,0.001026
50,1600,0.002742,0.001027
50,1600,0.002740,0.001028
50,1600,0.002742,0.001027
50,1600,0.002743,0.001028
50,1600,0.002742,0.001027
50,1600,0.002739,0.001028
50,1600,0.002765,0.001027
50,1600,0.002731,0.001016
50,1600,0.002733,0.001029
50,1600,0.002734,0.001030
50,1600,0.002734,0.001028
50,1600,0.002734,0.001036
50,1600,0.002752,0.001026
50,1600,0.002745,0.001027
50,1600,0.002739,0.001027
50,1600,0.002759,0.001028
50,1600,0.002754,0.001028
50,1600,0.002743,0.001027
50,1600,0.002745,0.001027
50,1600,0.002777,0.001028
50,1600,0.002740,0.001027
50,1600,0.002743,0.001027
50,1600,0.002746,0.001027
50,1600,0.002757,0.001027
50,1600,0.002727,0.001028
50,1600,0.002744,0.001037
50,1600,0.002742,0.001028
50,1600,0.002732,0.001029
50,1600,0.002734,0.001028
50,1600,0.002773,0.001029
50,1600,0.002785,0.001027
50,1600,0.002759,0.001027
50,1600,0.002740,0.001028
50,3200,0.005698,0.001950
50,3200,0.005640,0.001958
50,3200,0.005615,0.001952
50,3200,0.005603,0.001951
50,3200,0.005608,0.001952
50,3200,0.005612,0.001952
50,3200,0.005606,0.001951
50,3200,0.005607,0.001942
50,3200,0.005615,0.001951
50,3200,0.005616,0.001950
50,3200,0.005610,0.001950
50,3200,0.005658,0.001950
50,3200,0.005607,0.001951
50,3200,0.005604,0.001951
50,3200,0.005597,0.001951
50,3200,0.005674,0.001951
50,3200,0.005676,0.001952
50,3200,0.005604,0.001952
50,3200,0.005688,0.001949
50,3200,0.005613,0.001951
50,3200,0.005611,0.001951
50,3200,0.005614,0.001951
50,3200,0.005604,0.001950
50,3200,0.005609,0.001951
50,3200,0.005604,0.001951
50,3200,0.005607,0.001950
50,3200,0.005621,0.001951
50,3200,0.005613,0.001953
50,3200,0.005678,0.001951
50,3200,0.005618,0.001951
50,3200,0.005606,0.001952
50,3200,0.005605,0.001951
50,3200,0.005608,0.001960
50,3200,0.005607,0.001953
50,3200,0.005604,0.001953
50,3200,0.005599,0.001952
50,3200,0.005608,0.001952
50,3200,0.005626,0.001953
50,3200,0.005686,0.001951
50,3200,0.005617,0.001951
50,3200,0.005618,0.001951
50,3200,0.005614,0.001951
50,3200,0.005683,0.001952
50,3200,0.005609,0.001952
50,3200,0.005608,0.001952
50,3200,0.005606,0.001951
50,3200,0.005610,0.001951
50,3200,0.005606,0.001951
50,3200,0.005649,0.001951
50,3200,0.005646,0.001950
50,6400,0.011009,0.003704
50,6400,0.010939,0.003811
50,6400,0.010929,0.003805
50,6400,0.010932,0.003804
50,6400,0.010932,0.003803
50,6400,0.010931,0.003803
50,6400,0.010920,0.003803
50,6400,0.010938,0.003803
50,6400,0.010934,0.003803
50,6400,0.010924,0.003803
50,6400,0.011059,0.003802
50,6400,0.010928,0.003803
50,6400,0.010923,0.003797
50,6400,0.010921,0.003803
50,6400,0.010935,0.003803
50,6400,0.011045,0.003804
50,6400,0.011003,0.003811
50,6400,0.010992,0.003810
50,6400,0.010926,0.003805
50,6400,0.010925,0.003805
50,6400,0.010931,0.003803
50,6400,0.011102,0.003801
50,6400,0.010947,0.003810
50,6400,0.010934,0.003761
50,6400,0.010927,0.003806
50,6400,0.010931,0.003535
50,6400,0.010938,0.003805
50,6400,0.010915,0.003803
50,6400,0.010946,0.003803
50,6400,0.010966,0.003804
50,6400,0.010928,0.003803
50,6400,0.010943,0.003802
50,6400,0.010939,0.003803
50,6400,0.010921,0.003805
50,6400,0.011053,0.003804
50,6400,0.010939,0.003803
50,6400,0.010929,0.003804
50,6400,0.011081,0.003803
50,6400,0.010926,0.003803
50,6400,0.010939,0.003791
50,6400,0.010924,0.003804
50,6400,0.010931,0.003803
50,6400,0.010930,0.003804
50,6400,0.010931,0.003803
50,6400,0.010932,0.003802
50,6400,0.010930,0.003803
50,6400,0.010930,0.003804
50,6400,0.010922,0.003804
50,6400,0.010932,0.003803
50,6400,0.010927,0.003804
50,12800,0.022595,0.007497
50,12800,0.022503,0.007433
50,12800,0.022550,0.007496
50,12800,0.022436,0.007503
50,12800,0.022437,0.007502
50,12800,0.022438,0.007502
50,12800,0.022412,0.007503
50,12800,0.022419,0.007501
50,12800,0.022434,0.007502
50,12800,0.022403,0.007503
50,12800,0.022440,0.007502
50,12800,0.022421,0.007501
50,12800,0.022447,0.007491
50,12800,0.022408,0.007502
50,12800,0.022432,0.007502
50,12800,0.022440,0.007501
50,12800,0.022423,0.007502
50,12800,0.022410,0.007502
50,12800,0.022442,0.007503
50,12800,0.022419,0.007504
50,12800,0.022448,0.007503
50,12800,0.022413,0.007504
50,12800,0.022433,0.007493
50,12800,0.022426,0.007504
50,12800,0.022446,0.007501
50,12800,0.022422,0.007502
50,12800,0.022433,0.007505
50,12800,0.022443,0.007503
50,12800,0.022426,0.007503
50,12800,0.022418,0.007504
50,12800,0.022435,0.007503
50,12800,0.022416,0.007505
50,12800,0.022448,0.007492
50,12800,0.022406,0.007506
50,12800,0.022437,0.007502
50,12800,0.022419,0.007504
50,12800,0.022425,0.007505
50,12800,0.022420,0.007502
50,12800,0.022430,0.007503
50,12800,0.022441,0.007502
50,12800,0.022444,0.007511
50,12800,0.022456,0.007510
50,12800,0.022440,0.007499
50,12800,0.022434,0.007509
50,12800,0.022416,0.007504
50,12800,0.022444,0.007502
50,12800,0.022439,0.007505
50,12800,0.022427,0.007503
50,12800,0.022416,0.007502
50,12800,0.022424,0.007502
50,25600,0.044298,0.014698
50,25600,0.044223,0.014950
50,25600,0.044738,0.014903
50,25600,0.044293,0.014912
50,25600,0.044361,0.014912
50,25600,0.044188,0.014913
50,25600,0.044214,0.014912
50,25600,0.044329,0.014372
50,25600,0.044216,0.014931
50,25600,0.044214,0.014917
50,25600,0.044696,0.014913
50,25600,0.044177,0.014912
50,25600,0.044261,0.014911
50,25600,0.044250,0.014936
50,25600,0.044207,0.014926
50,25600,0.044196,0.014916
50,25600,0.044195,0.014917
50,25600,0.044192,0.014913
50,25600,0.044380,0.014913
50,25600,0.044220,0.014905
50,25600,0.044169,0.014914
50,25600,0.044700,0.014913
50,25600,0.044184,0.014913
50,25600,0.044218,0.014914
50,25600,0.044225,0.014898
50,25600,0.044206,0.014913
50,25600,0.044190,0.014915
50,25600,0.044377,0.014912
50,25600,0.044209,0.014922
50,25600,0.044221,0.014908
50,25600,0.044293,0.014914
50,25600,0.044383,0.014933
50,25600,0.044156,0.014920
50,25600,0.044223,0.014914
50,25600,0.044209,0.014910
50,25600,0.044182,0.014918
50,25600,0.044164,0.014914
50,25600,0.044241,0.014912
50,25600,0.044181,0.014914
50,25600,0.044213,0.014914
50,25600,0.044152,0.014912
50,25600,0.044171,0.014897
50,25600,0.044205,0.014915
50,25600,0.044188,0.014916
50,25600,0.044232,0.014913
50,25600,0.044201,0.014918
50,25600,0.044233,0.014903
50,25600,0.044291,0.014701
50,25600,0.044228,0.014932
50,25600,0.044230,0.014914
50,51200,0.090232,0.028526
50,51200,0.090519,0.029736
50,51200,0.090254,0.029735
50,51200,0.090094,0.029744
50,51200,0.090959,0.029742
50,51200,0.090345,0.029744
50,51200,0.090103,0.029707
50,51200,0.090132,0.029733
50,51200,0.090257,0.029744
50,51200,0.090115,0.029733
50,51200,0.090419,0.029741
50,51200,0.090537,0.029719
50,51200,0.090644,0.029738
50,51200,0.090606,0.029742
50,51200,0.090620,0.029742
50,51200,0.090591,0.029743
50,51200,0.090185,0.029736
50,51200,0.090139,0.029730
50,51200,0.090158,0.029742
50,51200,0.090605,0.029731
50,51200,0.090584,0.029742
50,51200,0.090630,0.029732
50,51200,0.090217,0.029730
50,51200,0.090162,0.029740
50,51200,0.090092,0.029739
50,51200,0.090165,0.029741
50,51200,0.090173,0.029524
50,51200,0.090204,0.029728
50,51200,0.090132,0.029743
50,51200,0.090141,0.029740
50,51200,0.090142,0.029739
50,51200,0.090241,0.029732
50,51200,0.090450,0.029726
50,51200,0.090158,0.029741
50,51200,0.090216,0.029724
50,51200,0.090139,0.029745
50,51200,0.090891,0.029732
50,51200,0.090138,0.029743
50,51200,0.090113,0.029742
50,51200,0.090128,0.029753
50,51200,0.090180,0.029766
50,51200,0.090130,0.029757
50,51200,0.090115,0.029726
50,51200,0.090137,0.029743
50,51200,0.090187,0.029742
50,51200,0.090137,0.029743
50,51200,0.090294,0.029733
50,51200,0.090130,0.029733
50,51200,0.090218,0.029742
50,51200,0.090152,0.029742
50,102400,0.175000,0.059035
50,102400,0.174826,0.059327
50,102400,0.174879,0.059319
50,102400,0.174742,0.059325
50,102400,0.174811,0.059326
50,102400,0.175409,0.059317
50,102400,0.174767,0.059323
50,102400,0.174861,0.059323
50,102400,0.174791,0.059314
50,102400,0.174729,0.059326
50,102400,0.174745,0.059315
50,102400,0.174881,0.059329
50,102400,0.174780,0.059315
50,102400,0.174702,0.059314
50,102400,0.174753,0.059315
50,102400,0.174743,0.059323
50,102400,0.174852,0.059316
50,102400,0.174724,0.059308
50,102400,0.174773,0.059324
50,102400,0.175005,0.059316
50,102400,0.174736,0.059308
50,102400,0.174764,0.059324
50,102400,0.174656,0.059313
50,102400,0.174783,0.059310
50,102400,0.174755,0.059332
50,102400,0.174690,0.059316
50,102400,0.174720,0.059309
50,102400,0.174682,0.059323
50,102400,0.174703,0.059315
50,102400,0.174779,0.059309
50,102400,0.174944,0.059324
50,102400,0.174775,0.059317
50,102400,0.174682,0.059312
50,102400,0.174820,0.059326
50,102400,0.174808,0.059315
50,102400,0.174746,0.059313
50,102400,0.174798,0.059324
50,102400,0.174833,0.059307
50,102400,0.175635,0.059304
50,102400,0.174777,0.059332
50,102400,0.174773,0.059315
