ITERATIONS,DB_SIZE,SW_ELAPSED,HW_ELAPSED
200,1600,0.002724,0.001027
200,1600,0.002767,0.001027
200,1600,0.002724,0.001027
200,1600,0.002754,0.001028
200,1600,0.002717,0.001039
200,1600,0.002752,0.001027
200,1600,0.002753,0.001028
200,1600,0.002715,0.001029
200,1600,0.002752,0.001029
200,1600,0.002737,0.001028
200,1600,0.002740,0.001029
200,1600,0.002737,0.001028
200,1600,0.002747,0.001027
200,1600,0.002746,0.001028
200,1600,0.002751,0.001027
200,1600,0.002748,0.001028
200,1600,0.002740,0.001027
200,1600,0.002746,0.001027
200,1600,0.002746,0.001027
200,1600,0.002747,0.001027
200,1600,0.002737,0.001027
200,1600,0.002731,0.001026
200,1600,0.002726,0.001040
200,1600,0.002727,0.001027
200,1600,0.002727,0.001028
200,1600,0.002726,0.001028
200,1600,0.002725,0.001029
200,1600,0.002735,0.001027
200,1600,0.002742,0.001026
200,1600,0.002736,0.001028
200,1600,0.002752,0.001027
200,1600,0.002778,0.001027
200,1600,0.002725,0.001027
200,1600,0.002744,0.001027
200,1600,0.002742,0.001028
200,1600,0.002740,0.001028
200,1600,0.002729,0.001027
200,1600,0.002731,0.001028
200,1600,0.002723,0.001027
200,1600,0.002714,0.001028
200,1600,0.002718,0.001027
200,1600,0.002714,0.001022
200,1600,0.002712,0.001029
200,1600,0.002713,0.001028
200,1600,0.002734,0.001027
200,1600,0.002724,0.001027
200,1600,0.002766,0.001028
200,1600,0.002767,0.001027
200,1600,0.002722,0.001027
200,1600,0.002771,0.001028
200,1600,0.002769,0.001027
200,1600,0.002731,0.001028
200,1600,0.002729,0.001028
200,1600,0.002739,0.001028
200,1600,0.002737,0.001028
200,1600,0.002726,0.001027
200,1600,0.002712,0.001028
200,1600,0.002719,0.001037
200,1600,0.002712,0.001029
200,1600,0.002714,0.001028
200,1600,0.002713,0.001028
200,1600,0.002714,0.001027
200,1600,0.002761,0.001027
200,1600,0.002731,0.001028
200,1600,0.002723,0.001027
200,1600,0.002733,0.001027
200,1600,0.002729,0.001027
200,1600,0.002735,0.001027
200,1600,0.002776,0.001028
200,1600,0.002732,0.001033
200,1600,0.002730,0.001031
200,1600,0.002754,0.001034
200,1600,0.002740,0.001072
200,1600,0.002755,0.001030
200,1600,0.002725,0.001030
200,1600,0.002725,0.001029
200,1600,0.002728,0.001027
200,1600,0.002746,0.001027
200,1600,0.002721,0.001028
200,1600,0.002725,0.001027
200,1600,0.002712,0.001028
200,1600,0.002714,0.001028
200,1600,0.002718,0.001028
200,1600,0.002714,0.001027
200,1600,0.002727,0.001028
200,1600,0.002726,0.001028
200,1600,0.002739,0.001027
200,1600,0.002741,0.001028
200,1600,0.002727,0.001027
200,1600,0.002727,0.001027
200,1600,0.002729,0.001027
200,1600,0.002726,0.001027
200,1600,0.002738,0.001028
200,1600,0.002743,0.001028
200,1600,0.002744,0.001028
200,1600,0.002743,0.001026
200,1600,0.002738,0.001027
200,1600,0.002734,0.001027
200,1600,0.002759,0.001027
200,1600,0.002753,0.001028
200,1600,0.002728,0.001028
200,1600,0.002726,0.001028
200,1600,0.002727,0.001028
200,1600,0.002740,0.001027
200,1600,0.002737,0.001029
200,1600,0.002762,0.001028
200,1600,0.002725,0.001028
200,1600,0.002765,0.001027
200,1600,0.002729,0.001027
200,1600,0.002742,0.001027
200,1600,0.002729,0.001027
200,1600,0.002722,0.001027
200,1600,0.002730,0.001026
200,1600,0.002722,0.001027
200,1600,0.002723,0.001028
200,1600,0.002751,0.001029
200,1600,0.002736,0.001029
200,1600,0.002719,0.001035
200,1600,0.002717,0.001024
200,1600,0.002771,0.001031
200,1600,0.002713,0.001033
200,1600,0.002733,0.001024
200,1600,0.002732,0.001030
200,1600,0.002725,0.001029
200,1600,0.002730,0.001028
200,1600,0.002728,0.001028
200,1600,0.002727,0.001028
200,1600,0.002729,0.001029
200,1600,0.002724,0.001027
200,1600,0.002773,0.001028
200,1600,0.002727,0.001029
200,1600,0.002721,0.001029
200,1600,0.002722,0.001028
200,1600,0.002719,0.001027
200,1600,0.002712,0.001027
200,1600,0.002716,0.001029
200,1600,0.002714,0.001029
200,1600,0.002750,0.001029
200,1600,0.002723,0.001026
200,1600,0.002724,0.001027
200,1600,0.002722,0.001028
200,1600,0.002727,0.001028
200,1600,0.002764,0.001027
200,1600,0.002731,0.001027
200,1600,0.002727,0.001028
200,1600,0.002728,0.001027
200,1600,0.002725,0.001027
200,1600,0.002728,0.001027
200,1600,0.002721,0.001027
200,1600,0.002725,0.001027
200,1600,0.002712,0.001027
200,1600,0.002750,0.001028
200,1600,0.002726,0.001029
200,1600,0.002728,0.001028
200,1600,0.002731,0.001028
200,1600,0.002741,0.001028
200,1600,0.002740,0.001029
200,1600,0.002740,0.001029
200,1600,0.002743,0.001029
200,1600,0.002743,0.001029
200,1600,0.002739,0.001028
200,1600,0.002737,0.001028
200,1600,0.002737,0.001028
200,3200,0.005649,0.001951
200,3200,0.005580,0.001970
200,3200,0.005581,0.001954
200,3200,0.005551,0.001954
200,3200,0.005557,0.001953
200,3200,0.005545,0.001953
200,3200,0.005545,0.001953
200,3200,0.005543,0.001954
200,3200,0.005546,0.001943
200,3200,0.005543,0.001955
200,3200,0.005549,0.001952
200,3200,0.005551,0.001952
200,3200,0.005548,0.001953
200,3200,0.005546,0.001953
200,3200,0.005540,0.001954
200,3200,0.005540,0.001954
200,3200,0.005544,0.001953
200,3200,0.005544,0.001953
200,3200,0.005559,0.001953
200,3200,0.005555,0.001952
200,3200,0.005553,0.001952
200,3200,0.005544,0.001952
200,3200,0.005540,0.001954
200,3200,0.005540,0.001954
200,3200,0.005560,0.001954
200,3200,0.005546,0.001953
200,3200,0.005552,0.001954
200,3200,0.005554,0.001953
200,3200,0.005584,0.001952
200,3200,0.005550,0.001952
200,3200,0.005551,0.001961
200,3200,0.005542,0.001953
200,3200,0.005548,0.001953
200,3200,0.005566,0.001953
200,3200,0.005549,0.001952
200,3200,0.005551,0.001954
200,3200,0.005551,0.001953
200,3200,0.005583,0.001953
200,3200,0.005544,0.001953
200,3200,0.005547,0.001954
200,3200,0.005546,0.001954
200,3200,0.005547,0.001954
200,3200,0.005540,0.001954
200,3200,0.005579,0.001953
200,3200,0.005554,0.001952
200,3200,0.005569,0.001952
200,3200,0.005548,0.001957
200,3200,0.005542,0.001954
200,3200,0.005545,0.001946
200,3200,0.005551,0.001954
200,3200,0.005559,0.001954
200,3200,0.005604,0.001973
200,3200,0.005594,0.001994
200,3200,0.005558,0.001956
200,3200,0.005559,0.001953
200,3200,0.005567,0.001952
200,3200,0.005573,0.001953
200,3200,0.005547,0.001953
200,3200,0.005571,0.001954
200,3200,0.005546,0.001954
200,3200,0.005555,0.001951
200,3200,0.005555,0.001953
200,3200,0.005551,0.001952
200,3200,0.005543,0.001953
200,3200,0.005537,0.001953
200,3200,0.005547,0.001954
200,3200,0.005543,0.001953
200,3200,0.005544,0.001952
200,3200,0.005551,0.001952
200,3200,0.005556,0.001952
200,3200,0.005556,0.001953
200,3200,0.005542,0.001954
200,3200,0.005542,0.001954
200,3200,0.005539,0.001954
200,3200,0.005545,0.001953
200,3200,0.005548,0.001954
200,3200,0.005577,0.001952
200,3200,0.005550,0.001952
200,3200,0.005551,0.001952
200,3200,0.005550,0.001952
200,3200,0.005545,0.001962
200,3200,0.005570,0.001953
200,3200,0.005542,0.001953
200,3200,0.005545,0.001954
200,3200,0.005553,0.001952
200,3200,0.005548,0.001953
200,3200,0.005556,0.001952
200,3200,0.005555,0.001952
200,3200,0.005546,0.001953
200,3200,0.005545,0.001952
200,3200,0.005541,0.001953
200,3200,0.005545,0.001953
200,3200,0.005548,0.001954
200,3200,0.005549,0.001952
200,3200,0.005551,0.001952
200,3200,0.005557,0.001951
200,3200,0.005546,0.001951
200,3200,0.005565,0.001953
200,3200,0.005540,0.001954
200,3200,0.005544,0.001954
200,3200,0.005539,0.001954
200,3200,0.005551,0.001952
200,3200,0.005550,0.001953
200,3200,0.005551,0.001953
200,3200,0.005575,0.001952
200,3200,0.005543,0.001953
200,3200,0.005547,0.001953
200,3200,0.005544,0.001955
200,3200,0.005544,0.001953
200,3200,0.005555,0.001952
200,3200,0.005556,0.001952
200,3200,0.005554,0.001952
200,3200,0.005544,0.001952
200,3200,0.005540,0.001952
200,3200,0.005545,0.001953
200,3200,0.005539,0.001953
200,3200,0.005548,0.001953
200,3200,0.005553,0.001952
200,3200,0.005555,0.001952
200,3200,0.005546,0.001952
200,3200,0.005546,0.001952
200,3200,0.005544,0.001953
200,3200,0.005543,0.001953
200,3200,0.005538,0.001955
200,3200,0.005546,0.001954
200,3200,0.005553,0.001952
200,3200,0.005550,0.001953
200,3200,0.005551,0.001953
200,3200,0.005545,0.001953
200,3200,0.005541,0.001962
200,3200,0.005544,0.001953
200,3200,0.005545,0.001953
200,3200,0.005546,0.001954
200,3200,0.005556,0.001953
200,3200,0.005550,0.001952
200,3200,0.005556,0.001952
200,3200,0.005546,0.001953
200,3200,0.005541,0.001952
200,3200,0.005546,0.001952
200,3200,0.005536,0.001953
200,3200,0.005544,0.001955
200,3200,0.005547,0.001952
200,3200,0.005556,0.001952
200,3200,0.005575,0.001952
200,3200,0.005552,0.001953
200,3200,0.005533,0.001953
200,3200,0.005540,0.001953
200,3200,0.005542,0.001953
200,3200,0.005538,0.001953
200,3200,0.005539,0.001953
200,3200,0.005557,0.001953
200,3200,0.005550,0.001952
200,3200,0.005571,0.001954
200,3200,0.005561,0.001967
200,3200,0.005548,0.001960
200,3200,0.005554,0.001960
200,3200,0.005548,0.001955
200,3200,0.005541,0.001954
200,3200,0.005554,0.001952
200,3200,0.005552,0.001952
200,3200,0.005550,0.001953
200,3200,0.005546,0.001953
200,3200,0.005545,0.001952
200,3200,0.005545,0.001954
200,3200,0.005541,0.001954
200,3200,0.005570,0.001953
200,3200,0.005556,0.001952
200,3200,0.005557,0.001952
200,3200,0.005555,0.001952
200,3200,0.005546,0.001952
200,3200,0.005538,0.001952
200,3200,0.005544,0.001954
200,3200,0.005543,0.001953
200,3200,0.005543,0.001954
200,3200,0.005553,0.001951
200,3200,0.005556,0.001951
200,3200,0.005551,0.001952
200,3200,0.005555,0.001952
200,3200,0.005545,0.001952
200,3200,0.005549,0.001953
200,3200,0.005544,0.001953
200,3200,0.005545,0.001946
200,3200,0.005542,0.001954
200,3200,0.005547,0.001952
200,3200,0.005553,0.001952
200,3200,0.005555,0.001953
200,3200,0.005547,0.001952
200,3200,0.005541,0.001953
200,3200,0.005539,0.001953
200,3200,0.005543,0.001954
200,3200,0.005571,0.001953
200,3200,0.005552,0.001953
200,3200,0.005545,0.001951
200,3200,0.005550,0.001953
200,3200,0.005539,0.001953
200,3200,0.005542,0.001954
200,3200,0.005541,0.001954
200,3200,0.005545,0.001953
200,3200,0.005546,0.001953
200,3200,0.005556,0.001952
200,6400,0.011235,0.003800
200,6400,0.011076,0.003817
200,6400,0.011042,0.003804
200,6400,0.011076,0.003803
200,6400,0.011030,0.003803
200,6400,0.011038,0.003803
200,6400,0.011169,0.003804
200,6400,0.011020,0.003804
200,6400,0.011037,0.003802
200,6400,0.011033,0.003803
200,6400,0.011027,0.003803
200,6400,0.011039,0.003803
200,6400,0.011039,0.003802
200,6400,0.011035,0.003803
200,6400,0.011159,0.003803
200,6400,0.011039,0.003803
200,6400,0.011158,0.003803
200,6400,0.011025,0.003803
200,6400,0.011032,0.003812
200,6400,0.011037,0.003802
200,6400,0.011037,0.003803
200,6400,0.011153,0.003804
200,6400,0.011032,0.003803
200,6400,0.011030,0.003802
200,6400,0.011037,0.003802
200,6400,0.011032,0.003802
200,6400,0.011028,0.003802
200,6400,0.011031,0.003797
200,6400,0.011098,0.003803
200,6400,0.011196,0.003844
200,6400,0.011074,0.003859
200,6400,0.011037,0.003807
200,6400,0.011024,0.003794
200,6400,0.011030,0.003803
200,6400,0.011027,0.003803
200,6400,0.011023,0.003803
200,6400,0.011038,0.003804
200,6400,0.011039,0.003803
200,6400,0.011026,0.003803
200,6400,0.011030,0.003803
200,6400,0.011025,0.003803
200,6400,0.011031,0.003805
200,6400,0.011017,0.003803
200,6400,0.011029,0.003802
200,6400,0.011030,0.003803
200,6400,0.011021,0.003803
200,6400,0.011031,0.003803
200,6400,0.011035,0.003802
200,6400,0.011033,0.003803
200,6400,0.011024,0.003802
200,6400,0.011027,0.003803
200,6400,0.011082,0.003803
200,6400,0.011027,0.003796
200,6400,0.011027,0.003803
200,6400,0.011027,0.003803
200,6400,0.011034,0.003803
200,6400,0.011016,0.003803
200,6400,0.011022,0.003803
200,6400,0.011027,0.003803
200,6400,0.011017,0.003802
200,6400,0.011031,0.003803
200,6400,0.011031,0.003802
200,6400,0.011028,0.003802
200,6400,0.011033,0.003800
200,6400,0.011030,0.003803
200,6400,0.011029,0.003803
200,6400,0.011014,0.003804
200,6400,0.011033,0.003803
200,6400,0.011035,0.003802
200,6400,0.011028,0.003804
200,6400,0.011034,0.003808
200,6400,0.011031,0.003802
200,6400,0.011035,0.003803
200,6400,0.011017,0.003804
200,6400,0.011029,0.003803
200,6400,0.011028,0.003802
200,6400,0.011028,0.003802
200,6400,0.011036,0.003802
200,6400,0.011030,0.003803
200,6400,0.011024,0.003795
200,6400,0.011027,0.003802
200,6400,0.011034,0.003803
200,6400,0.011035,0.003803
200,6400,0.011025,0.003802
200,6400,0.011036,0.003802
200,6400,0.011031,0.003802
200,6400,0.011030,0.003803
200,6400,0.011017,0.003802
200,6400,0.011019,0.003803
200,6400,0.011030,0.003802
200,6400,0.011021,0.003803
200,6400,0.011038,0.003801
200,6400,0.011039,0.003815
200,6400,0.011033,0.003804
200,6400,0.011026,0.003801
200,6400,0.011035,0.003802
200,6400,0.011028,0.003802
200,6400,0.011025,0.003802
200,6400,0.011033,0.003802
200,6400,0.011035,0.003802
200,6400,0.011032,0.003803
200,6400,0.011058,0.003803
200,6400,0.011032,0.003802
200,6400,0.011019,0.003802
200,6400,0.011022,0.003804
200,6400,0.011037,0.003802
200,6400,0.011033,0.003796
200,6400,0.011024,0.003803
200,6400,0.011026,0.003801
200,6400,0.011036,0.003802
200,6400,0.011031,0.003803
200,6400,0.011021,0.003802
200,6400,0.011034,0.003801
200,6400,0.011027,0.003803
200,6400,0.011027,0.003803
200,6400,0.011032,0.003811
200,6400,0.011029,0.003803
200,6400,0.011026,0.003803
200,6400,0.011021,0.003802
200,6400,0.011037,0.003803
200,6400,0.011030,0.003802
200,6400,0.011027,0.003803
200,6400,0.011031,0.003803
200,6400,0.011029,0.003803
200,6400,0.011083,0.003802
200,6400,0.011075,0.003803
200,6400,0.011030,0.003803
200,6400,0.011033,0.003803
200,6400,0.011013,0.003803
200,6400,0.011025,0.003803
200,6400,0.011084,0.003803
200,6400,0.011094,0.003848
200,6400,0.011039,0.003818
200,6400,0.011032,0.003794
200,6400,0.011031,0.003803
200,6400,0.011023,0.003803
200,6400,0.011032,0.003811
200,6400,0.011029,0.003803
200,6400,0.011034,0.003802
200,6400,0.011017,0.003803
200,6400,0.011023,0.003803
200,6400,0.011038,0.003801
200,6400,0.011027,0.003803
200,6400,0.011035,0.003801
200,6400,0.011025,0.003803
200,6400,0.011030,0.003802
200,6400,0.011021,0.003803
200,6400,0.011026,0.003803
200,6400,0.011030,0.003804
200,6400,0.011027,0.003802
200,6400,0.011026,0.003802
200,6400,0.011021,0.003802
200,6400,0.011207,0.003806
200,6400,0.011072,0.003824
200,6400,0.011200,0.003823
200,6400,0.011066,0.003807
200,6400,0.011028,0.003803
200,6400,0.011077,0.003802
200,6400,0.011040,0.003803
200,6400,0.011027,0.003803
200,6400,0.011023,0.003803
200,6400,0.011031,0.003802
200,6400,0.011034,0.003803
200,6400,0.011031,0.003802
200,6400,0.011025,0.003801
200,6400,0.011032,0.003802
200,6400,0.011036,0.003802
200,6400,0.011029,0.003804
200,6400,0.011090,0.003802
200,6400,0.011025,0.003802
200,6400,0.011023,0.003803
200,6400,0.011040,0.003802
200,6400,0.011083,0.003804
200,6400,0.011035,0.003803
200,6400,0.011027,0.003803
200,6400,0.011032,0.003803
200,6400,0.011027,0.003804
200,6400,0.011036,0.003804
200,6400,0.011030,0.003802
200,6400,0.011026,0.003802
200,6400,0.011033,0.003796
200,6400,0.011026,0.003803
200,6400,0.011032,0.003802
200,6400,0.011035,0.003802
200,6400,0.011021,0.003802
200,6400,0.011031,0.003810
200,6400,0.011030,0.003802
200,6400,0.011028,0.003805
200,6400,0.011024,0.003803
200,6400,0.011034,0.003803
200,6400,0.011033,0.003804
200,6400,0.011020,0.003803
200,6400,0.011029,0.003803
200,6400,0.011031,0.003803
200,6400,0.011020,0.003803
200,6400,0.011025,0.003804
200,6400,0.011026,0.003803
200,6400,0.011025,0.003803
200,6400,0.011022,0.003802
200,6400,0.011036,0.003803
200,12800,0.022279,0.007497
200,12800,0.022295,0.007527
200,12800,0.022260,0.007493
200,12800,0.022400,0.007503
200,12800,0.022171,0.007503
200,12800,0.022135,0.007500
200,12800,0.022134,0.007502
200,12800,0.022127,0.007502
200,12800,0.022150,0.007503
200,12800,0.022129,0.007503
200,12800,0.022155,0.007502
200,12800,0.022138,0.007502
200,12800,0.022128,0.007494
200,12800,0.022132,0.007504
200,12800,0.022134,0.007503
200,12800,0.022152,0.007235
200,12800,0.022137,0.007506
200,12800,0.022146,0.007503
200,12800,0.022142,0.007503
200,12800,0.022114,0.007504
200,12800,0.022136,0.007503
200,12800,0.022190,0.007504
200,12800,0.022206,0.007544
200,12800,0.022151,0.007514
200,12800,0.022147,0.007503
200,12800,0.022155,0.007518
200,12800,0.022140,0.007502
200,12800,0.022386,0.007502
200,12800,0.022118,0.007502
200,12800,0.022153,0.007492
200,12800,0.022112,0.007505
200,12800,0.022127,0.007504
200,12800,0.022148,0.007502
200,12800,0.022130,0.007505
200,12800,0.022158,0.007503
200,12800,0.022131,0.007502
200,12800,0.022129,0.007505
200,12800,0.022132,0.007503
200,12800,0.022117,0.007505
200,12800,0.022144,0.007494
200,12800,0.022128,0.007505
200,12800,0.022138,0.007503
200,12800,0.022131,0.007502
200,12800,0.022135,0.007504
200,12800,0.022123,0.007506
200,12800,0.022143,0.007503
200,12800,0.022152,0.007505
200,12800,0.022139,0.007504
200,12800,0.022135,0.007503
200,12800,0.022155,0.007506
200,12800,0.022141,0.007506
200,12800,0.022186,0.007502
200,12800,0.022165,0.007537
200,12800,0.022168,0.007507
200,12800,0.022159,0.007503
200,12800,0.022134,0.007503
200,12800,0.022171,0.007514
200,12800,0.022145,0.007510
200,12800,0.022229,0.007504
200,12800,0.022234,0.007520
200,12800,0.022257,0.007504
200,12800,0.022232,0.007503
200,12800,0.022246,0.007502
200,12800,0.022144,0.007504
200,12800,0.022131,0.007504
200,12800,0.022274,0.007430
200,12800,0.022131,0.007507
200,12800,0.022152,0.007502
200,12800,0.022136,0.007503
200,12800,0.022143,0.007502
200,12800,0.022119,0.007504
200,12800,0.022139,0.007503
200,12800,0.022228,0.007510
200,12800,0.022214,0.007546
200,12800,0.022277,0.007510
200,12800,0.022241,0.007503
200,12800,0.022254,0.007493
200,12800,0.022250,0.007503
200,12800,0.022131,0.007503
200,12800,0.022122,0.007503
200,12800,0.022131,0.007506
200,12800,0.022131,0.007504
200,12800,0.022161,0.007503
200,12800,0.022122,0.007507
200,12800,0.022137,0.007504
200,12800,0.022150,0.007504
200,12800,0.022139,0.007503
200,12800,0.022123,0.007504
200,12800,0.022130,0.007503
200,12800,0.022114,0.007504
200,12800,0.022134,0.007507
200,12800,0.022252,0.007504
200,12800,0.022131,0.007411
200,12800,0.022160,0.007501
200,12800,0.022146,0.007510
200,12800,0.022147,0.007503
200,12800,0.022162,0.007514
200,12800,0.022172,0.007508
200,12800,0.022245,0.007505
200,12800,0.022176,0.007506
200,12800,0.022158,0.007509
200,12800,0.022149,0.007512
200,12800,0.022134,0.007503
200,12800,0.022132,0.007491
200,12800,0.022133,0.007504
200,12800,0.022138,0.007504
200,12800,0.022125,0.007504
200,12800,0.022135,0.007505
200,12800,0.022146,0.007504
200,12800,0.022135,0.007503
200,12800,0.022139,0.007506
200,12800,0.022108,0.007504
200,12800,0.022140,0.007504
200,12800,0.022133,0.007496
200,12800,0.022127,0.007505
200,12800,0.022134,0.007511
200,12800,0.022140,0.007238
200,12800,0.022140,0.007505
200,12800,0.022146,0.007502
200,12800,0.022176,0.007535
200,12800,0.022157,0.007507
200,12800,0.022132,0.007503
200,12800,0.022125,0.007502
200,12800,0.022243,0.007502
200,12800,0.022214,0.007546
200,12800,0.022161,0.007510
200,12800,0.022157,0.007503
200,12800,0.022128,0.007503
200,12800,0.022105,0.007502
200,12800,0.022134,0.007502
200,12800,0.022128,0.007492
200,12800,0.022162,0.007505
200,12800,0.022162,0.007510
200,12800,0.022132,0.007510
200,12800,0.022139,0.007517
200,12800,0.022129,0.007502
200,12800,0.022135,0.007503
200,12800,0.022108,0.007504
200,12800,0.022141,0.007504
200,12800,0.022126,0.007503
200,12800,0.022377,0.007495
