Time,Bytes
3.35433411598,213890
3.29996919632,213894
3.29362678528,213898
3.29882502556,213902
3.30547404289,213906
3.31988501549,213910
3.75572514534,213914
3.29457187653,213918
3.29714083672,213922
3.30621409416,213926
3.29796004295,213930
3.29668402672,213933
3.31523609161,213936
3.30996513367,213939
3.30235314369,213942
3.30677199364,213945
3.31111097336,213948
3.30344700813,213951
3.3077788353,213954
3.31181788445,213957
3.30264115334,213960
3.31357502937,213963
3.31308102608,213966
3.3082139492,213969
3.3130209446,213972
3.3193089962,213975
3.30730009079,213978
3.31500601768,213981
3.31361699104,213984
3.31183195114,213987
3.35940289497,213990
3.32565307617,213993
3.32012200356,213996
3.31969594955,213999
3.32453608513,214002
3.3191409111,214005
3.32564091682,214008
3.32878398895,214011
3.32441592216,214014
3.32671713829,214017
3.33165502548,214020
3.32451105118,214023
3.32997179031,214026
3.32937502861,214029
3.325070858,214032
3.34456515312,214035
3.33006620407,214038
3.33723282814,214041
3.33910012245,214044
3.33178687096,214047
3.34078383446,214050
3.34589314461,214053
3.35972595215,214056
3.33649277687,214059
3.33631801605,214062
3.33341002464,214065
3.33853912354,214068
3.34219193459,214071
3.34072494507,214074
3.33963608742,214077
3.34305810928,214080
3.3383128643,214083
3.34670114517,214086
3.43540811539,214089
3.35186696053,214092
3.43098497391,214095
3.35057878494,214098
3.33711385727,214101
3.34799695015,214104
3.34974908829,214107
3.33910107613,214110
3.35621905327,214113
3.35334587097,214116
3.34106087685,214119
3.35086107254,214122
3.35319185257,214125
3.34775876999,214128
3.36263084412,214131
3.3958978653,214134
3.3460278511,214137
3.34605002403,214140
3.35471606255,214143
3.35372805595,214146
3.35465192795,214149
3.35793614388,214152
3.35766506195,214155
3.35031795502,214158
3.35233402252,214161
3.55274105072,214164
3.347219944,214167
3.36419892311,214170
3.36602902412,214173
3.36897301674,214176
3.37539315224,214179
3.37080001831,214182
3.35032081604,214185
3.36177897453,214188
3.36988115311,214191
3.35914516449,214194
3.36793804169,214197
