Time,Bytes
1.72098112106,150890
1.70498800278,150894
1.71041822433,150898
1.70350122452,150902
1.70521903038,150906
1.71791386604,150910
1.71241402626,150914
1.71112918854,150918
1.71797609329,150922
1.71718001366,150926
1.71515893936,150930
1.72138118744,150933
1.71391797066,150936
1.71716403961,150939
1.72043013573,150942
1.71644592285,150945
1.71501588821,150948
1.71609401703,150951
1.71442103386,150954
1.71228909492,150957
1.71419692039,150960
1.71164417267,150963
1.71419906616,150966
1.72010493279,150969
1.71446204185,150972
1.71237301826,150975
1.71705102921,150978
1.72086596489,150981
1.71474313736,150984
1.82052302361,150987
1.71870493889,150990
1.72491693497,150993
1.73266601562,150996
1.72479486465,150999
1.72434186935,151002
1.73240995407,151005
1.72222208977,151008
1.72528910637,151011
1.71754598618,151014
1.72086119652,151017
1.72696113586,151020
1.72179508209,151023
1.72308683395,151026
1.73071098328,151029
1.72353577614,151032
1.72480607033,151035
1.73749399185,151038
1.72676992416,151041
1.73309183121,151044
1.73154115677,151047
1.73142504692,151050
1.73118591309,151053
1.73592495918,151056
1.73263788223,151059
1.73008918762,151062
1.74012589455,151065
1.73113894463,151068
1.73268699646,151071
1.73616504669,151074
1.73264884949,151077
1.73257398605,151080
1.73801994324,151083
1.73772001266,151086
1.73252701759,151089
1.76183414459,151092
1.73676586151,151095
1.74132609367,151098
1.73815202713,151101
1.74098300934,151104
1.74518108368,151107
1.73734688759,151110
1.73992800713,151113
1.74596500397,151116
1.7435901165,151119
1.74017381668,151122
1.74521613121,151125
1.73756718636,151128
1.73960185051,151131
1.75054597855,151134
1.73912715912,151137
1.73966288567,151140
1.75019097328,151143
1.74513912201,151146
1.7446949482,151149
1.75114607811,151152
1.74525403976,151155
1.74817204475,151158
1.75602507591,151161
1.7481918335,151164
1.75476098061,151167
1.75104689598,151170
1.74911212921,151173
1.76001310349,151176
1.74791908264,151179
1.74933385849,151182
1.7528898716,151185
1.74653506279,151188
1.75197887421,151191
1.75618290901,151194
1.75402998924,151197
