Time,Bytes
3.6066160202,222890
3.73316192627,222894
3.55966615677,222898
3.56505298615,222902
3.56376504898,222906
3.56880688667,222910
3.58102488518,222914
3.5708220005,222918
3.56319499016,222922
3.64108109474,222926
3.57808303833,222930
3.68269991875,222933
3.57888317108,222936
3.56931400299,222939
3.66239976883,222942
3.60402202606,222945
3.57440590858,222948
3.57359790802,222951
3.58268499374,222954
4.71892309189,222957
3.64762711525,222960
3.65944004059,222963
3.5776860714,222966
3.61593604088,222969
3.57894611359,222972
3.58651304245,222975
3.6610159874,222978
3.58109807968,222981
3.62130689621,222984
3.57705497742,222987
3.76156687737,222990
3.58540892601,222993
3.58222794533,222996
4.86997795105,222999
3.64798617363,223002
3.5890390873,223005
3.70554804802,223008
3.60505390167,223011
3.69437503815,223014
3.58968186378,223017
3.59082794189,223020
3.59238696098,223023
3.79878902435,223026
3.60569000244,223029
3.59496903419,223032
3.59419298172,223035
3.67644309998,223038
3.59507918358,223041
3.596159935,223044
3.60280203819,223047
3.59651398659,223050
3.70656895638,223053
3.60530304909,223056
3.72871184349,223059
4.11316895485,223062
3.5987598896,223065
3.61959314346,223068
3.62296414375,223071
3.6103951931,223074
3.61262798309,223077
3.60527801514,223080
3.61083197594,223083
3.67463088036,223086
3.76360583305,223089
3.6742041111,223092
3.62944197655,223095
3.77285289764,223098
4.2295999527,223101
5.62548494339,223104
3.61708188057,223107
3.68040704727,223110
3.62019610405,223113
3.64971399307,223116
3.61134600639,223119
3.61546206474,223122
3.61930298805,223125
3.87654495239,223128
3.70076298714,223131
3.66095709801,223134
3.62617897987,223137
3.62647891045,223140
3.88943791389,223143
3.62746286392,223146
3.6253490448,223149
3.62196302414,223152
3.63854217529,223155
3.78558897972,223158
3.63726902008,223161
3.62842988968,223164
3.95675992966,223167
3.62361693382,223170
3.68326592445,223173
3.65751004219,223176
3.64803600311,223179
3.76162600517,223182
3.62411808968,223185
3.73070907593,223188
3.62942409515,223191
3.71441507339,223194
3.62550187111,223197
