Time,Bytes
0.75514793396,96890
0.534476995468,96894
0.528764009476,96898
0.532140016556,96902
0.551069021225,96906
0.527755022049,96910
0.529927968979,96914
0.531091928482,96918
0.52932882309,96922
0.530418157578,96926
0.770117998123,96930
0.588532924652,96933
0.525543212891,96936
0.535138130188,96939
0.527807950974,96942
0.533421039581,96945
0.66160607338,96948
0.627561092377,96951
0.552711963654,96954
0.532716989517,96957
0.532006025314,96960
0.539664030075,96963
0.537865877151,96966
0.532760858536,96969
0.536562919617,96972
1.71703505516,96975
0.643913984299,96978
0.751000881195,96981
0.730636119843,96984
0.53701210022,96987
0.537636995316,96990
0.539089918137,96993
0.530964136124,96996
0.6401720047,96999
0.534316062927,97002
0.54358291626,97005
0.540410995483,97008
0.535858869553,97011
0.540890932083,97014
0.5447909832,97017
0.542688131332,97020
0.604601144791,97023
0.541054964066,97026
0.535457849503,97029
0.660508871078,97032
0.557278871536,97035
0.544682979584,97038
0.543375968933,97041
0.599376916885,97044
0.541490077972,97047
0.575937986374,97050
0.547153949738,97053
0.538109064102,97056
0.547795057297,97059
0.605178117752,97062
0.546169042587,97065
0.54391503334,97068
0.550932884216,97071
0.548732042313,97074
0.543451070786,97077
0.548040866852,97080
1.4781088829,97083
0.789682865143,97086
0.544566869736,97089
0.549808979034,97092
0.54517698288,97095
0.549187898636,97098
0.629853963852,97101
0.570709943771,97104
0.54661488533,97107
0.543912887573,97110
0.547469854355,97113
0.545161008835,97116
0.585574865341,97119
0.551134109497,97122
0.737788200378,97125
0.550851106644,97128
0.546962022781,97131
0.549273967743,97134
0.609040021896,97137
0.556087017059,97140
0.546662092209,97143
0.556098937988,97146
0.54905796051,97149
0.599502086639,97152
0.5569460392,97155
0.785565853119,97158
0.558677911758,97161
0.552906036377,97164
0.593592882156,97167
0.558899879456,97170
0.561892986298,97173
0.555443048477,97176
0.564889907837,97179
0.56071805954,97182
0.621991157532,97185
0.567976951599,97188
0.556971788406,97191
0.558948040009,97194
0.553766012192,97197
