Time,Bytes
0.00740098953247,2048
0.00653409957886,2048
0.00650596618652,2048
0.0064799785614,2048
0.00639200210571,2048
0.00664496421814,2048
0.00651884078979,2048
0.00651502609253,2048
0.00636196136475,2048
0.00648307800293,2048
0.00652194023132,2048
0.00759100914001,2048
0.00661611557007,2048
0.00650095939636,2048
0.00652599334717,2048
0.00654816627502,2048
0.00636315345764,2048
0.00651907920837,2048
0.00654888153076,2048
0.00650382041931,2048
0.0063898563385,2048
0.00651907920837,2048
0.00650477409363,2048
0.00650477409363,2048
0.00638794898987,2048
