DATA_SIZE,MICROBLAZE_TIME,REFERENCE_TIME
4096,0.012664,0.000531
4096,0.010260,0.000526
4096,0.010260,0.000531
4096,0.010260,0.000525
4096,0.010261,0.000526
4096,0.010091,0.000526
4096,0.010261,0.000525
4096,0.010260,0.000530
4096,0.010252,0.000525
4096,0.010261,0.000525
4096,0.010261,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000524
4096,0.010260,0.000525
4096,0.010261,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010256,0.000531
4096,0.010261,0.000525
4096,0.010261,0.000525
4096,0.010265,0.000525
4096,0.009995,0.000525
4096,0.010261,0.000525
4096,0.010262,0.000525
4096,0.010260,0.000525
8192,0.020202,0.001037
8192,0.020201,0.001030
8192,0.020201,0.001029
8192,0.020201,0.001036
8192,0.020201,0.001030
8192,0.020196,0.001030
8192,0.020175,0.001040
8192,0.020201,0.001029
8192,0.020202,0.001029
8192,0.020201,0.001035
8192,0.020196,0.001030
8192,0.020202,0.001029
8192,0.020201,0.001030
8192,0.020201,0.001029
8192,0.020201,0.001029
8192,0.020197,0.001030
8192,0.020201,0.001035
8192,0.020201,0.001029
8192,0.020201,0.001029
8192,0.020197,0.001035
8192,0.020202,0.001029
8192,0.020201,0.001029
8192,0.020201,0.001042
8192,0.020141,0.001033
8192,0.020201,0.001029
16384,0.040067,0.002048
16384,0.040083,0.002038
16384,0.040083,0.002044
16384,0.040079,0.002039
16384,0.040089,0.002038
16384,0.040078,0.002044
16384,0.040087,0.002039
16384,0.040085,0.002043
16384,0.040078,0.002038
16384,0.040085,0.002043
16384,0.040080,0.002038
16384,0.040084,0.002044
16384,0.040063,0.002038
16384,0.040084,0.002044
16384,0.040074,0.002038
16384,0.040079,0.002044
16384,0.040084,0.002038
16384,0.040078,0.002044
16384,0.040083,0.002038
16384,0.040066,0.002038
16384,0.040083,0.002043
16384,0.040084,0.002038
16384,0.040078,0.002044
16384,0.040084,0.002038
16384,0.040069,0.002044
32768,0.079849,0.004061
32768,0.079843,0.004061
32768,0.079844,0.004062
32768,0.079849,0.004063
32768,0.079843,0.004061
32768,0.079842,0.004062
32768,0.079742,0.004063
32768,0.079850,0.004061
32768,0.079845,0.004061
32768,0.079845,0.004061
32768,0.079844,0.004067
32768,0.079844,0.004061
32768,0.079854,0.004069
32768,0.079854,0.004061
32768,0.079844,0.004061
32768,0.079844,0.004061
32768,0.079843,0.004061
32768,0.079844,0.004061
32768,0.079843,0.004064
32768,0.079849,0.004061
32768,0.079845,0.004062
32768,0.079843,0.004061
32768,0.079845,0.004061
32768,0.079842,0.004061
32768,0.079849,0.004061
65536,0.159374,0.008102
65536,0.159369,0.008101
65536,0.159272,0.008105
65536,0.159372,0.008100
65536,0.159370,0.008102
65536,0.159372,0.008101
65536,0.159372,0.008118
65536,0.159374,0.008128
65536,0.159368,0.008106
65536,0.159377,0.008101
65536,0.159370,0.008101
65536,0.159368,0.008101
65536,0.159379,0.008100
65536,0.159369,0.008100
65536,0.159295,0.008104
65536,0.159379,0.008102
65536,0.159368,0.008101
65536,0.159366,0.008100
65536,0.159386,0.008121
65536,0.159370,0.008100
65536,0.159369,0.008100
65536,0.159370,0.008100
65536,0.159371,0.008103
65536,0.159366,0.008103
65536,0.159377,0.008101
131072,0.318345,0.016182
131072,0.318431,0.016187
131072,0.318432,0.016182
131072,0.318422,0.016193
131072,0.318430,0.016190
131072,0.318428,0.016184
131072,0.318365,0.016181
131072,0.318425,0.016187
131072,0.318426,0.016183
131072,0.318420,0.016188
131072,0.318422,0.016179
131072,0.318427,0.016197
131072,0.318351,0.016187
131072,0.318427,0.016190
131072,0.318419,0.016182
131072,0.318414,0.016195
131072,0.318425,0.016190
131072,0.318423,0.016234
131072,0.318436,0.016190
131072,0.318362,0.016183
131072,0.318420,0.016199
131072,0.318415,0.016180
131072,0.318433,0.016188
131072,0.318419,0.016185
131072,0.318344,0.016193
262144,0.636524,0.032356
262144,0.636529,0.032360
262144,0.636547,0.032367
262144,0.636528,0.032362
262144,0.636531,0.032381
262144,0.636525,0.032349
262144,0.636540,0.032360
262144,0.636532,0.032352
262144,0.636464,0.032353
262144,0.636535,0.032352
262144,0.636533,0.032375
262144,0.636476,0.032367
262144,0.636530,0.032353
262144,0.636528,0.032348
262144,0.636476,0.032355
262144,0.636533,0.032351
262144,0.636530,0.032355
262144,0.636497,0.032367
262144,0.636535,0.032350
262144,0.636528,0.032352
262144,0.636529,0.032370
262144,0.636532,0.032363
262144,0.636525,0.032356
262144,0.636475,0.032373
262144,0.636530,0.032344
524288,1.272679,0.064745
524288,1.272739,0.064704
524288,1.272675,0.064742
524288,1.272697,0.064699
524288,1.272747,0.064692
524288,1.272678,0.064686
524288,1.272690,0.064684
524288,1.272747,0.064690
524288,1.272675,0.064724
524288,1.272683,0.064690
524288,1.272738,0.064700
524288,1.272688,0.064725
524288,1.272686,0.064679
524288,1.272746,0.064726
524288,1.272687,0.064726
524288,1.272693,0.064701
524288,1.272738,0.064702
524288,1.272686,0.064689
524288,1.272685,0.064696
524288,1.272746,0.064697
524288,1.272683,0.064683
524288,1.272680,0.064730
524288,1.272745,0.064711
524288,1.272673,0.064679
524288,1.272691,0.064779

