DATA_SIZE,MICROBLAZE_TIME,REFERENCE_TIME
80,0.002742,0.000026
80,0.000354,0.000021
80,0.000351,0.000020
80,0.000350,0.000021
80,0.000357,0.000021
80,0.000351,0.000021
80,0.000350,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000351,0.000020
80,0.000350,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000350,0.000021
80,0.000351,0.000020
80,0.000350,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000351,0.000020
80,0.000350,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000350,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000357,0.000021
80,0.000352,0.000021
80,0.000350,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000350,0.000020
80,0.000354,0.000021
80,0.000351,0.000021
80,0.000351,0.000020
80,0.000351,0.000021
80,0.000352,0.000020
80,0.000352,0.000021
160,0.000679,0.000037
160,0.000677,0.000036
160,0.000677,0.000036
160,0.000677,0.000037
160,0.000677,0.000036
160,0.000680,0.000037
160,0.000677,0.000037
160,0.000677,0.000037
160,0.000677,0.000037
160,0.000683,0.000037
160,0.000678,0.000037
160,0.000679,0.000036
160,0.000683,0.000036
160,0.000682,0.000037
160,0.000682,0.000037
160,0.000681,0.000036
160,0.000688,0.000036
160,0.000682,0.000037
160,0.000682,0.000037
160,0.000683,0.000036
160,0.000681,0.000036
160,0.000683,0.000037
160,0.000683,0.000037
160,0.000682,0.000037
160,0.000681,0.000036
160,0.000682,0.000036
160,0.000683,0.000037
160,0.000684,0.000037
160,0.000683,0.000037
160,0.000688,0.000037
160,0.000683,0.000036
160,0.000682,0.000036
160,0.000683,0.000037
160,0.000684,0.000037
160,0.000681,0.000036
160,0.000681,0.000037
160,0.000686,0.000037
160,0.000682,0.000037
160,0.000685,0.000037
160,0.000684,0.000036
160,0.000684,0.000037
160,0.000684,0.000036
160,0.000683,0.000037
160,0.000684,0.000037
160,0.000684,0.000037
160,0.000687,0.000037
160,0.000684,0.000037
160,0.000682,0.000036
160,0.000683,0.000036
160,0.000697,0.000037
240,0.000683,0.000036
240,0.000682,0.000037
240,0.000685,0.000037
240,0.000684,0.000036
240,0.000693,0.000037
240,0.000683,0.000037
240,0.000686,0.000036
240,0.000683,0.000037
240,0.000682,0.000036
240,0.000683,0.000045
240,0.000688,0.000037
240,0.000684,0.000037
240,0.000683,0.000037
240,0.000683,0.000036
240,0.000683,0.000036
240,0.000685,0.000037
240,0.000683,0.000037
240,0.000683,0.000036
240,0.000686,0.000036
240,0.000686,0.000036
240,0.000684,0.000037
240,0.000684,0.000037
240,0.000683,0.000037
240,0.000683,0.000036
240,0.000683,0.000037
240,0.000686,0.000036
240,0.000682,0.000037
240,0.000683,0.000037
240,0.000683,0.000037
240,0.000683,0.000036
240,0.000683,0.000036
240,0.000684,0.000037
240,0.000685,0.000036
240,0.000686,0.000037
240,0.000684,0.000037
240,0.000683,0.000037
240,0.000683,0.000037
240,0.000685,0.000037
240,0.000684,0.000037
240,0.000683,0.000036
240,0.000683,0.000037
240,0.000686,0.000036
240,0.000684,0.000036
240,0.000685,0.000036
240,0.000683,0.000036
240,0.000684,0.000036
240,0.000687,0.000036
240,0.000683,0.000037
240,0.000688,0.000037
240,0.000685,0.000037
320,0.001011,0.000052
320,0.001011,0.000052
320,0.001013,0.000053
320,0.001012,0.000052
320,0.001014,0.000052
320,0.001011,0.000053
320,0.001014,0.000052
320,0.001011,0.000052
320,0.001012,0.000052
320,0.001011,0.000060
320,0.001017,0.000053
320,0.001012,0.000053
320,0.001017,0.000052
320,0.001012,0.000052
320,0.001014,0.000052
320,0.001012,0.000052
320,0.001015,0.000053
320,0.001014,0.000053
320,0.001013,0.000052
320,0.001016,0.000052
320,0.001013,0.000053
320,0.001015,0.000053
320,0.001016,0.000053
320,0.001013,0.000053
320,0.001015,0.000052
320,0.001014,0.000052
320,0.001014,0.000053
320,0.001020,0.000052
320,0.001016,0.000052
320,0.001014,0.000053
320,0.001013,0.000053
320,0.001014,0.000052
320,0.001016,0.000053
320,0.001017,0.000052
320,0.001013,0.000053
320,0.001013,0.000060
320,0.001015,0.000052
320,0.001016,0.000053
320,0.001013,0.000052
320,0.001017,0.000053
320,0.001014,0.000052
320,0.001013,0.000052
320,0.001019,0.000052
320,0.001017,0.000052
320,0.001015,0.000052
320,0.001017,0.000052
320,0.001013,0.000052
320,0.001005,0.000052
320,0.001013,0.000053
320,0.001012,0.000053
400,0.001345,0.000069
400,0.001342,0.000068
400,0.001341,0.000068
400,0.001343,0.000069
400,0.001341,0.000068
400,0.001348,0.000068
400,0.001344,0.000069
400,0.001341,0.000069
400,0.001340,0.000068
400,0.001353,0.000068
400,0.001341,0.000069
400,0.001343,0.000068
400,0.001343,0.000068
400,0.001341,0.000068
400,0.001348,0.000068
400,0.001342,0.000068
400,0.001341,0.000069
400,0.001356,0.000068
400,0.001341,0.000069
400,0.001344,0.000068
400,0.001332,0.000069
400,0.001340,0.000068
400,0.001340,0.000068
400,0.001347,0.000068
400,0.001341,0.000068
400,0.001343,0.000068
400,0.001344,0.000068
400,0.001341,0.000068
400,0.001346,0.000069
400,0.001347,0.000068
400,0.001341,0.000068
400,0.001342,0.000069
400,0.001345,0.000069
400,0.001342,0.000068
400,0.001345,0.000068
400,0.001343,0.000068
400,0.001342,0.000068
400,0.001348,0.000068
400,0.001343,0.000068
400,0.001342,0.000076
400,0.001343,0.000068
400,0.001346,0.000068
400,0.001347,0.000068
400,0.001346,0.000068
400,0.001343,0.000068
400,0.001346,0.000068
400,0.001347,0.000068
400,0.001344,0.000068
400,0.001346,0.000068
400,0.001343,0.000069
480,0.001343,0.000068
480,0.001349,0.000068
480,0.001344,0.000068
480,0.001348,0.000068
480,0.001347,0.000068
480,0.001348,0.000068
480,0.001345,0.000068
480,0.001344,0.000068
480,0.001343,0.000068
480,0.001344,0.000068
480,0.001347,0.000068
480,0.001343,0.000068
480,0.001345,0.000068
480,0.001343,0.000068
480,0.001342,0.000069
480,0.001353,0.000068
480,0.001343,0.000068
480,0.001341,0.000068
480,0.001344,0.000069
480,0.001350,0.000068
480,0.001343,0.000068
480,0.001343,0.000068
480,0.001342,0.000068
480,0.001353,0.000068
480,0.001346,0.000068
480,0.001342,0.000068
480,0.001344,0.000069
480,0.001348,0.000069
480,0.001348,0.000069
480,0.001346,0.000069
480,0.001344,0.000068
480,0.001342,0.000068
480,0.001346,0.000068
480,0.001346,0.000068
480,0.001351,0.000069
480,0.001345,0.000068
480,0.001343,0.000068
480,0.001345,0.000068
480,0.001348,0.000068
480,0.001347,0.000068
480,0.001342,0.000068
480,0.001344,0.000068
480,0.001346,0.000068
480,0.001346,0.000068
480,0.001343,0.000068
480,0.001344,0.000068
480,0.001346,0.000069
480,0.001347,0.000068
480,0.001344,0.000076
480,0.001344,0.000069
560,0.001671,0.000084
560,0.001680,0.000084
560,0.001672,0.000084
560,0.001674,0.000084
560,0.001672,0.000084
560,0.001675,0.000092
560,0.001674,0.000084
560,0.001670,0.000084
560,0.001673,0.000084
560,0.001675,0.000084
560,0.001681,0.000084
560,0.001676,0.000084
560,0.001679,0.000084
560,0.001676,0.000084
560,0.001671,0.000084
560,0.001685,0.000084
560,0.001674,0.000084
560,0.001677,0.000084
560,0.001672,0.000084
560,0.001674,0.000084
560,0.001675,0.000084
560,0.001676,0.000084
560,0.001673,0.000084
560,0.001672,0.000084
560,0.001679,0.000084
560,0.001673,0.000084
560,0.001676,0.000084
560,0.001671,0.000083
560,0.001686,0.000085
560,0.001673,0.000084
560,0.001673,0.000084
560,0.001678,0.000084
560,0.001677,0.000084
560,0.001675,0.000084
560,0.001673,0.000084
560,0.001674,0.000084
560,0.001676,0.000084
560,0.001675,0.000084
560,0.001676,0.000084
560,0.001679,0.000084
560,0.001675,0.000084
560,0.001677,0.000084
560,0.001677,0.000084
560,0.001677,0.000084
560,0.001685,0.000084
560,0.001673,0.000084
560,0.001675,0.000084
560,0.001676,0.000084
560,0.001667,0.000084
560,0.001676,0.000084
640,0.002003,0.000109
640,0.002011,0.000100
640,0.002004,0.000100
640,0.002003,0.000100
640,0.002010,0.000100
640,0.002003,0.000099
640,0.002005,0.000100
640,0.002005,0.000099
640,0.002006,0.000100
640,0.002005,0.000100
640,0.002005,0.000099
640,0.002005,0.000100
640,0.002009,0.000100
640,0.002003,0.000100
640,0.002011,0.000099
640,0.002004,0.000100
640,0.002006,0.000100
640,0.002006,0.000108
640,0.002007,0.000100
640,0.002003,0.000100
640,0.002007,0.000100
640,0.002006,0.000100
640,0.002004,0.000100
640,0.002010,0.000100
640,0.002012,0.000099
640,0.002007,0.000100
640,0.002008,0.000100
640,0.002013,0.000100
640,0.002004,0.000100
640,0.002008,0.000100
640,0.002007,0.000100
640,0.002007,0.000100
640,0.002002,0.000099
640,0.002005,0.000100
640,0.002006,0.000108
640,0.002009,0.000100
640,0.002004,0.000099
640,0.002010,0.000099
640,0.002011,0.000100
640,0.002006,0.000100
640,0.002009,0.000100
640,0.002004,0.000100
640,0.002005,0.000100
640,0.002005,0.000100
640,0.002011,0.000100
640,0.002003,0.000099
640,0.002018,0.000100
640,0.002007,0.000100
640,0.002007,0.000100
640,0.002003,0.000100
720,0.002010,0.000099
720,0.002004,0.000107
720,0.002009,0.000100
720,0.002008,0.000099
720,0.002007,0.000099
720,0.002007,0.000100
720,0.002003,0.000100
720,0.002009,0.000100
720,0.002004,0.000100
720,0.002007,0.000099
720,0.002006,0.000099
720,0.002011,0.000100
720,0.002003,0.000100
720,0.002012,0.000100
720,0.002003,0.000099
720,0.002005,0.000099
720,0.002005,0.000100
720,0.002006,0.000100
720,0.002002,0.000108
720,0.002009,0.000100
720,0.002008,0.000100
720,0.002004,0.000100
720,0.002005,0.000099
720,0.002006,0.000099
720,0.002005,0.000100
720,0.002002,0.000099
720,0.002010,0.000100
720,0.002004,0.000099
720,0.002011,0.000100
720,0.002002,0.000100
720,0.002018,0.000100
720,0.002004,0.000100
720,0.002006,0.000100
720,0.002007,0.000100
720,0.002006,0.000100
720,0.002004,0.000107
720,0.002014,0.000100
720,0.002009,0.000100
720,0.002007,0.000100
720,0.002011,0.000099
720,0.002007,0.000100
720,0.002007,0.000100
720,0.002006,0.000100
720,0.002009,0.000100
720,0.002006,0.000100
720,0.002011,0.000100
720,0.002008,0.000100
720,0.002010,0.000100
720,0.002005,0.000100
720,0.002012,0.000100
800,0.002337,0.000115
800,0.002334,0.000116
800,0.002340,0.000115
800,0.002337,0.000116
800,0.002337,0.000115
800,0.002349,0.000115
800,0.002335,0.000115
800,0.002337,0.000115
800,0.002337,0.000115
800,0.002338,0.000116
800,0.002362,0.000115
800,0.002342,0.000116
800,0.002338,0.000116
800,0.002334,0.000116
800,0.002338,0.000115
800,0.002347,0.000116
800,0.002333,0.000115
800,0.002340,0.000116
800,0.002339,0.000116
800,0.002337,0.000115
800,0.002344,0.000116
800,0.002333,0.000116
800,0.002338,0.000116
800,0.002338,0.000116
800,0.002335,0.000115
800,0.002349,0.000116
800,0.002340,0.000116
800,0.002335,0.000115
800,0.002340,0.000116
800,0.002335,0.000115
800,0.002346,0.000115
800,0.002342,0.000115
800,0.002336,0.000115
800,0.002341,0.000115
800,0.002337,0.000115
800,0.002349,0.000116
800,0.002336,0.000115
800,0.002339,0.000116
800,0.002337,0.000116
800,0.002336,0.000115
800,0.002339,0.000115
800,0.002341,0.000116
800,0.002337,0.000116
800,0.002339,0.000116
800,0.002337,0.000116
800,0.002339,0.000115
800,0.002338,0.000115
800,0.002333,0.000115
800,0.002344,0.000116
800,0.002337,0.000116
880,0.002335,0.000115
880,0.002341,0.000116
880,0.002336,0.000115
880,0.002340,0.000115
880,0.002341,0.000116
880,0.002334,0.000115
880,0.002341,0.000116
880,0.002341,0.000116
880,0.002336,0.000116
880,0.002339,0.000115
880,0.002338,0.000124
880,0.002335,0.000116
880,0.002335,0.000115
880,0.002341,0.000116
880,0.002339,0.000115
880,0.002340,0.000116
880,0.002337,0.000116
880,0.002339,0.000115
880,0.002338,0.000116
880,0.002338,0.000116
880,0.002338,0.000116
880,0.002343,0.000116
880,0.002339,0.000116
880,0.002335,0.000124
880,0.002346,0.000116
880,0.002332,0.000115
880,0.002334,0.000116
880,0.002342,0.000115
880,0.002341,0.000115
880,0.002336,0.000115
880,0.002341,0.000116
880,0.002336,0.000116
880,0.002339,0.000116
880,0.002342,0.000115
880,0.002339,0.000116
880,0.002338,0.000115
880,0.002346,0.000115
880,0.002337,0.000116
880,0.002344,0.000115
880,0.002336,0.000116
880,0.002342,0.000116
880,0.002341,0.000115
880,0.002340,0.000115
880,0.002339,0.000115
880,0.002341,0.000115
880,0.002341,0.000115
880,0.002342,0.000116
880,0.002340,0.000116
880,0.002343,0.000116
880,0.002335,0.000116
960,0.002672,0.000131
960,0.002668,0.000132
960,0.002673,0.000131
960,0.002664,0.000132
960,0.002670,0.000131
960,0.002673,0.000131
960,0.002665,0.000131
960,0.002670,0.000131
960,0.002673,0.000131
960,0.002671,0.000131
960,0.002668,0.000131
960,0.002670,0.000131
960,0.002667,0.000132
960,0.002670,0.000132
960,0.002665,0.000132
960,0.002677,0.000131
960,0.002670,0.000140
960,0.002668,0.000132
960,0.002681,0.000132
960,0.002676,0.000131
960,0.002672,0.000132
960,0.002671,0.000131
960,0.002668,0.000131
960,0.002671,0.000131
960,0.002670,0.000132
960,0.002676,0.000131
960,0.002671,0.000131
960,0.002670,0.000131
960,0.002681,0.000131
960,0.002674,0.000131
960,0.002670,0.000132
960,0.002674,0.000131
960,0.002673,0.000132
960,0.002670,0.000131
960,0.002677,0.000131
960,0.002668,0.000131
960,0.002674,0.000131
960,0.002671,0.000132
960,0.002674,0.000132
960,0.002673,0.000132
960,0.002668,0.000131
960,0.002675,0.000131
960,0.002671,0.000131
960,0.002674,0.000138
960,0.002670,0.000131
960,0.002672,0.000131
960,0.002672,0.000131
960,0.002669,0.000131
960,0.002673,0.000131
960,0.002666,0.000131
1040,0.003004,0.000155
1040,0.003003,0.000147
1040,0.003002,0.000147
1040,0.003005,0.000147
1040,0.002998,0.000147
1040,0.003002,0.000147
1040,0.003003,0.000147
1040,0.002999,0.000147
1040,0.003007,0.000148
1040,0.003010,0.000147
1040,0.003003,0.000147
1040,0.003004,0.000148
1040,0.003004,0.000148
1040,0.003012,0.000147
1040,0.003001,0.000147
1040,0.003000,0.000147
1040,0.003003,0.000147
1040,0.003015,0.000147
1040,0.003001,0.000147
1040,0.003004,0.000155
1040,0.003001,0.000147
1040,0.003010,0.000147
1040,0.003005,0.000147
1040,0.003001,0.000147
1040,0.003003,0.000147
1040,0.002993,0.000147
1040,0.002936,0.000148
1040,0.003009,0.000147
1040,0.003000,0.000147
1040,0.003001,0.000147
1040,0.003003,0.000147
1040,0.003000,0.000147
1040,0.003005,0.000147
1040,0.003003,0.000147
1040,0.002998,0.000147
1040,0.003008,0.000147
1040,0.003002,0.000147
1040,0.003010,0.000147
1040,0.003005,0.000147
1040,0.002998,0.000147
1040,0.003007,0.000147
1040,0.003003,0.000147
1040,0.003002,0.000147
1040,0.002999,0.000156
1040,0.003000,0.000147
1040,0.003008,0.000147
1040,0.003004,0.000147
1040,0.003003,0.000147
1040,0.003001,0.000147
1040,0.003007,0.000147
1120,0.003009,0.000147
1120,0.003008,0.000147
1120,0.002999,0.000147
1120,0.003002,0.000147
1120,0.003021,0.000148
1120,0.003001,0.000147
1120,0.003008,0.000147
1120,0.003003,0.000147
1120,0.003000,0.000147
1120,0.003005,0.000147
1120,0.002999,0.000147
1120,0.003006,0.000147
1120,0.003001,0.000157
1120,0.003003,0.000147
1120,0.003004,0.000147
1120,0.003006,0.000147
1120,0.003000,0.000147
1120,0.003001,0.000147
1120,0.003005,0.000148
1120,0.003004,0.000147
1120,0.003008,0.000147
1120,0.003005,0.000148
1120,0.003007,0.000147
1120,0.003007,0.000147
1120,0.003006,0.000147
1120,0.003009,0.000147
1120,0.003001,0.000147
1120,0.003007,0.000147
1120,0.003007,0.000147
1120,0.003006,0.000147
1120,0.003006,0.000147
1120,0.003007,0.000147
1120,0.003002,0.000147
1120,0.003012,0.000147
1120,0.003008,0.000147
1120,0.003005,0.000147
1120,0.003007,0.000155
1120,0.003005,0.000147
1120,0.003015,0.000147
1120,0.003007,0.000147
1120,0.003002,0.000147
1120,0.003009,0.000147
1120,0.003004,0.000147
1120,0.003012,0.000147
1120,0.003002,0.000147
1120,0.003007,0.000147
1120,0.003004,0.000147
1120,0.003010,0.000147
1120,0.003006,0.000147
1120,0.003007,0.000147
1200,0.003338,0.000163
1200,0.003334,0.000163
1200,0.003339,0.000163
1200,0.003337,0.000163
1200,0.003342,0.000163
1200,0.003338,0.000163
1200,0.003339,0.000163
1200,0.003332,0.000163
1200,0.003338,0.000163
1200,0.003338,0.000163
1200,0.003333,0.000163
1200,0.003336,0.000163
1200,0.003339,0.000163
1200,0.003332,0.000163
1200,0.003346,0.000163
1200,0.003335,0.000163
1200,0.003338,0.000163
1200,0.003332,0.000163
1200,0.003334,0.000163
1200,0.003339,0.000163
1200,0.003335,0.000163
1200,0.003339,0.000163
1200,0.003335,0.000162
1200,0.003330,0.000163
1200,0.003336,0.000163
1200,0.003337,0.000163
1200,0.003331,0.000162
1200,0.003339,0.000163
1200,0.003336,0.000163
1200,0.003336,0.000163
1200,0.003338,0.000163
1200,0.003346,0.000163
1200,0.003333,0.000163
1200,0.003338,0.000163
1200,0.003334,0.000171
1200,0.003342,0.000163
1200,0.003334,0.000163
1200,0.003339,0.000163
1200,0.003337,0.000162
1200,0.003341,0.000163
1200,0.003337,0.000163
1200,0.003335,0.000163
1200,0.003334,0.000170
1200,0.003335,0.000162
1200,0.003340,0.000163
1200,0.003332,0.000163
1200,0.003338,0.000163
1200,0.003342,0.000163
1200,0.003337,0.000163
1200,0.003335,0.000163
1280,0.003668,0.000179
1280,0.003661,0.000179
1280,0.003667,0.000179
1280,0.003665,0.000187
1280,0.003668,0.000186
1280,0.003668,0.000179
1280,0.003668,0.000178
1280,0.003665,0.000179
1280,0.003669,0.000178
1280,0.003670,0.000178
1280,0.003673,0.000179
1280,0.003668,0.000179
1280,0.003666,0.000179
1280,0.003668,0.000179
1280,0.003664,0.000179
1280,0.003671,0.000179
1280,0.003667,0.000179
1280,0.003671,0.000179
1280,0.003664,0.000178
1280,0.003670,0.000178
1280,0.003672,0.000179
1280,0.003670,0.000179
1280,0.003663,0.000179
1280,0.003670,0.000179
1280,0.003666,0.000179
1280,0.003671,0.000179
1280,0.003663,0.000179
1280,0.003665,0.000179
1280,0.003666,0.000179
1280,0.003677,0.000179
1280,0.003663,0.000178
1280,0.003668,0.000193
1280,0.003670,0.000188
1280,0.003666,0.000179
1280,0.003668,0.000179
1280,0.003667,0.000179
1280,0.003673,0.000179
1280,0.003668,0.000179
1280,0.003666,0.000179
1280,0.003670,0.000179
1280,0.003670,0.000178
1280,0.003669,0.000179
1280,0.003667,0.000179
1280,0.003673,0.000179
1280,0.003668,0.000179
1280,0.003667,0.000178
1280,0.003667,0.000179
1280,0.003667,0.000179
1280,0.003670,0.000178
1280,0.003666,0.000178
1360,0.003667,0.000179
1360,0.003665,0.000178
1360,0.003676,0.000178
1360,0.003662,0.000178
1360,0.003668,0.000179
1360,0.003667,0.000178
1360,0.003667,0.000179
1360,0.003667,0.000179
1360,0.003665,0.000179
1360,0.003676,0.000178
1360,0.003667,0.000186
1360,0.003667,0.000179
1360,0.003663,0.000179
1360,0.003669,0.000179
1360,0.003673,0.000179
1360,0.003670,0.000179
1360,0.003663,0.000179
1360,0.003674,0.000179
1360,0.003666,0.000179
1360,0.003669,0.000179
1360,0.003663,0.000179
1360,0.003670,0.000179
1360,0.003675,0.000179
1360,0.003670,0.000179
1360,0.003662,0.000179
1360,0.003669,0.000179
1360,0.003666,0.000179
1360,0.003669,0.000179
1360,0.003665,0.000178
1360,0.003664,0.000179
1360,0.003671,0.000179
1360,0.003667,0.000179
1360,0.003666,0.000179
1360,0.003665,0.000179
1360,0.003668,0.000179
1360,0.003664,0.000179
1360,0.003669,0.000179
1360,0.003671,0.000179
1360,0.003666,0.000187
1360,0.003669,0.000179
1360,0.003667,0.000179
1360,0.003666,0.000179
1360,0.003678,0.000178
1360,0.003669,0.000179
1360,0.003669,0.000178
1360,0.003665,0.000178
1360,0.003670,0.000178
1360,0.003664,0.000178
1360,0.003667,0.000179
1360,0.003673,0.000179
1440,0.004005,0.000195
1440,0.004002,0.000194
1440,0.004000,0.000195
1440,0.004002,0.000194
1440,0.004001,0.000195
1440,0.003998,0.000194
1440,0.004001,0.000194
1440,0.004002,0.000203
1440,0.004000,0.000195
1440,0.004001,0.000194
1440,0.004002,0.000194
1440,0.004001,0.000194
1440,0.004016,0.000194
1440,0.004007,0.000195
1440,0.004001,0.000195
1440,0.004003,0.000195
1440,0.004001,0.000195
1440,0.004003,0.000194
1440,0.004002,0.000194
1440,0.004002,0.000195
1440,0.004000,0.000194
1440,0.004002,0.000194
1440,0.004000,0.000195
1440,0.004004,0.000195
1440,0.004001,0.000194
1440,0.004002,0.000194
1440,0.004005,0.000202
1440,0.004002,0.000194
1440,0.004010,0.000194
1440,0.004001,0.000194
1440,0.004001,0.000195
1440,0.004003,0.000195
1440,0.004000,0.000195
1440,0.004006,0.000194
1440,0.004001,0.000195
1440,0.004002,0.000195
1440,0.004001,0.000194
1440,0.004004,0.000195
1440,0.004005,0.000195
1440,0.004000,0.000194
1440,0.004000,0.000195
1440,0.003998,0.000195
1440,0.004004,0.000195
1440,0.003999,0.000194
1440,0.004001,0.000194
1440,0.003996,0.000202
1440,0.003999,0.000194
1440,0.003990,0.000194
1440,0.004002,0.000195
1440,0.004003,0.000195
1520,0.004001,0.000195
1520,0.004002,0.000195
1520,0.004007,0.000195
1520,0.004013,0.000194
1520,0.004004,0.000196
1520,0.004001,0.000195
1520,0.004004,0.000194
1520,0.004002,0.000195
1520,0.004002,0.000194
1520,0.004002,0.000194
1520,0.004004,0.000194
1520,0.004001,0.000195
1520,0.004000,0.000195
1520,0.004013,0.000194
1520,0.004001,0.000203
1520,0.004003,0.000194
1520,0.004004,0.000194
1520,0.004006,0.000194
1520,0.004025,0.000195
1520,0.004005,0.000194
