DATA_SIZE,MICROBLAZE_TIME,REFERENCE_TIME
80,0.002782,0.000026
80,0.000354,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000350,0.000021
80,0.000350,0.000021
80,0.000351,0.000021
80,0.000350,0.000020
80,0.000353,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000350,0.000020
80,0.000350,0.000020
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000350,0.000021
80,0.000350,0.000021
80,0.000350,0.000021
80,0.000351,0.000021
80,0.000350,0.000021
80,0.000350,0.000021
80,0.000350,0.000021
80,0.000350,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000350,0.000020
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000350,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000350,0.000020
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000350,0.000020
80,0.000351,0.000021
80,0.000362,0.000020
80,0.000354,0.000021
80,0.000351,0.000021
80,0.000351,0.000020
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000353,0.000021
80,0.000353,0.000020
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000353,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000353,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000351,0.000020
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000357,0.000020
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000351,0.000020
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000363,0.000021
80,0.000352,0.000020
80,0.000353,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000351,0.000020
80,0.000353,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000020
80,0.000351,0.000021
80,0.000351,0.000020
80,0.000351,0.000021
80,0.000351,0.000030
80,0.000353,0.000020
80,0.000358,0.000021
80,0.000352,0.000021
80,0.000351,0.000020
80,0.000351,0.000020
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000352,0.000020
80,0.000354,0.000020
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000351,0.000020
80,0.000351,0.000020
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000353,0.000021
80,0.000354,0.000021
80,0.000352,0.000020
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000354,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000354,0.000020
80,0.000353,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000353,0.000021
80,0.000353,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000354,0.000021
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000353,0.000021
80,0.000357,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000351,0.000020
80,0.000351,0.000021
80,0.000355,0.000021
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000353,0.000020
80,0.000351,0.000020
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000351,0.000020
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000355,0.000021
80,0.000352,0.000021
80,0.000325,0.000021
80,0.000355,0.000021
80,0.000353,0.000021
80,0.000352,0.000020
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000354,0.000020
80,0.000294,0.000021
80,0.000355,0.000021
80,0.000352,0.000020
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000353,0.000020
80,0.000352,0.000021
80,0.000352,0.000021
80,0.000351,0.000021
80,0.000352,0.000021
80,0.000365,0.000020
80,0.000353,0.000021
80,0.000352,0.000021
80,0.000380,0.000022
80,0.000356,0.000021
80,0.000354,0.000021
80,0.000353,0.000021
80,0.000356,0.000021
80,0.000353,0.000021
160,0.000680,0.000038
160,0.000680,0.000037
160,0.000675,0.000036
160,0.000680,0.000037
160,0.000679,0.000036
160,0.000679,0.000037
160,0.000688,0.000037
160,0.000680,0.000037
160,0.000680,0.000037
160,0.000678,0.000036
160,0.000679,0.000037
160,0.000678,0.000036
160,0.000678,0.000036
160,0.000681,0.000036
160,0.000682,0.000036
160,0.000679,0.000037
160,0.000678,0.000037
160,0.000679,0.000037
160,0.000680,0.000036
160,0.000683,0.000037
160,0.000678,0.000037
160,0.000678,0.000036
160,0.000681,0.000036
160,0.000679,0.000037
160,0.000680,0.000036
160,0.000680,0.000037
160,0.000679,0.000037
160,0.000679,0.000036
160,0.000679,0.000036
160,0.000681,0.000036
160,0.000680,0.000037
160,0.000678,0.000036
160,0.000679,0.000037
160,0.000678,0.000036
160,0.000678,0.000037
160,0.000680,0.000037
160,0.000678,0.000037
160,0.000681,0.000037
160,0.000678,0.000036
160,0.000681,0.000037
160,0.000680,0.000037
160,0.000680,0.000036
160,0.000679,0.000036
160,0.000678,0.000037
160,0.000678,0.000036
160,0.000681,0.000037
160,0.000680,0.000037
160,0.000680,0.000037
160,0.000678,0.000036
160,0.000678,0.000037
160,0.000678,0.000036
160,0.000678,0.000036
160,0.000683,0.000036
160,0.000679,0.000037
160,0.000678,0.000036
160,0.000679,0.000036
160,0.000678,0.000036
160,0.000681,0.000037
160,0.000679,0.000037
160,0.000682,0.000037
160,0.000682,0.000036
160,0.000679,0.000037
160,0.000679,0.000037
160,0.000686,0.000037
160,0.000679,0.000037
160,0.000679,0.000037
160,0.000678,0.000036
160,0.000679,0.000036
160,0.000685,0.000037
160,0.000680,0.000036
160,0.000679,0.000037
160,0.000679,0.000036
160,0.000679,0.000037
160,0.000679,0.000036
160,0.000680,0.000036
160,0.000682,0.000037
160,0.000679,0.000037
160,0.000678,0.000037
160,0.000678,0.000036
160,0.000685,0.000037
160,0.000680,0.000036
160,0.000679,0.000037
160,0.000679,0.000037
160,0.000682,0.000037
160,0.000681,0.000036
160,0.000681,0.000037
160,0.000679,0.000037
160,0.000680,0.000037
160,0.000679,0.000037
160,0.000680,0.000036
160,0.000672,0.000037
160,0.000686,0.000037
160,0.000680,0.000037
160,0.000678,0.000036
160,0.000678,0.000037
160,0.000680,0.000037
160,0.000680,0.000036
160,0.000678,0.000036
160,0.000682,0.000036
160,0.000682,0.000036
160,0.000679,0.000036
160,0.000681,0.000037
160,0.000680,0.000037
160,0.000679,0.000036
160,0.000679,0.000036
160,0.000679,0.000037
160,0.000683,0.000036
160,0.000680,0.000036
160,0.000679,0.000036
160,0.000678,0.000037
160,0.000680,0.000036
160,0.000679,0.000037
160,0.000682,0.000037
160,0.000679,0.000037
160,0.000682,0.000036
160,0.000679,0.000037
160,0.000679,0.000036
160,0.000680,0.000037
160,0.000680,0.000037
160,0.000683,0.000037
160,0.000682,0.000037
160,0.000681,0.000037
160,0.000680,0.000036
160,0.000681,0.000037
160,0.000679,0.000036
160,0.000679,0.000037
160,0.000679,0.000036
160,0.000678,0.000036
160,0.000683,0.000036
160,0.000683,0.000037
160,0.000679,0.000037
160,0.000679,0.000037
160,0.000679,0.000036
160,0.000678,0.000036
160,0.000681,0.000037
160,0.000679,0.000037
160,0.000679,0.000036
160,0.000683,0.000036
160,0.000679,0.000037
160,0.000691,0.000037
160,0.000682,0.000036
160,0.000680,0.000037
160,0.000679,0.000036
160,0.000680,0.000036
160,0.000682,0.000037
160,0.000683,0.000037
160,0.000680,0.000037
160,0.000679,0.000037
160,0.000680,0.000036
160,0.000679,0.000037
160,0.000681,0.000037
160,0.000681,0.000037
160,0.000683,0.000037
160,0.000680,0.000036
160,0.000679,0.000036
160,0.000679,0.000036
160,0.000682,0.000036
160,0.000679,0.000036
160,0.000679,0.000037
160,0.000683,0.000037
160,0.000682,0.000037
160,0.000680,0.000037
160,0.000680,0.000037
160,0.000679,0.000036
160,0.000680,0.000037
160,0.000680,0.000036
160,0.000679,0.000037
160,0.000684,0.000037
160,0.000680,0.000037
160,0.000680,0.000037
160,0.000680,0.000037
160,0.000679,0.000036
160,0.000691,0.000037
160,0.000681,0.000037
160,0.000680,0.000037
160,0.000682,0.000036
160,0.000680,0.000037
160,0.000682,0.000037
160,0.000682,0.000036
160,0.000683,0.000036
160,0.000682,0.000036
160,0.000680,0.000036
160,0.000679,0.000036
160,0.000684,0.000037
160,0.000682,0.000037
160,0.000680,0.000037
160,0.000679,0.000037
160,0.000679,0.000037
160,0.000680,0.000037
160,0.000682,0.000036
160,0.000682,0.000037
