DATA_SIZE,MICROBLAZE_TIME,REFERENCE_TIME
4096,0.012671,0.000531
4096,0.010263,0.000529
4096,0.010261,0.000525
4096,0.010260,0.000526
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010254,0.000532
4096,0.010260,0.000526
4096,0.010261,0.000525
4096,0.010260,0.000531
4096,0.010261,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010255,0.000525
4096,0.010259,0.000531
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000530
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000526
4096,0.010260,0.000525
4096,0.010255,0.000525
4096,0.010261,0.000530
4096,0.010131,0.000525
4096,0.010263,0.000525
4096,0.010262,0.000526
4096,0.010262,0.000525
4096,0.010261,0.000525
4096,0.010261,0.000525
4096,0.010261,0.000525
4096,0.010256,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000530
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010263,0.000525
4096,0.010261,0.000525
4096,0.010262,0.000525
4096,0.010262,0.000525
4096,0.010256,0.000525
4096,0.010239,0.000525
4096,0.010195,0.000526
4096,0.010261,0.000532
4096,0.010261,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000530
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010255,0.000526
4096,0.010260,0.000526
4096,0.010260,0.000525
4096,0.010261,0.000525
4096,0.010261,0.000530
4096,0.010260,0.000526
4096,0.010261,0.000525
4096,0.010260,0.000530
4096,0.010261,0.000525
4096,0.010260,0.000525
4096,0.010256,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010261,0.000525
4096,0.010260,0.000534
4096,0.010259,0.000529
4096,0.010261,0.000526
4096,0.010260,0.000530
4096,0.010260,0.000526
4096,0.010254,0.000526
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000530
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000531
4096,0.010256,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000525
4096,0.010260,0.000525
