Time,Bytes
351.332656145,16777216
349.841264009,16777216
349.911839962,16777216
349.961962938,16777216
349.871021986,16777216
349.872792006,16777216
349.856197834,16777216
349.840861797,16777216
350.190453053,16777216
349.894419193,16777216
350.180438042,16777216
350.104859829,16777216
349.94057107,16777216
350.552650928,16777216
349.946141005,16777216
349.925708055,16777216
349.899169922,16777216
349.918137074,16777216
349.938284874,16777216
349.972496986,16777216
349.961701155,16777216
349.942167044,16777216
349.974491119,16777216
349.955813885,16777216
349.937510014,16777216
