Time,Bytes
2.14194107056,1048576
2.06778001785,1048576
2.07148504257,1048576
2.08307504654,1048576
2.23366999626,1048576
2.06449794769,1048576
2.08670902252,1048576
2.07349395752,1048576
2.65161395073,1048576
5.03317403793,1048576
2.39735889435,1048576
2.0707950592,1048576
2.07216191292,1048576
2.15780591965,1048576
2.08611702919,1048576
2.06699800491,1048576
2.07120084763,1048576
2.06596708298,1048576
2.07271885872,1048576
2.07551288605,1048576
2.07449293137,1048576
2.06791591644,1048576
2.06742405891,1048576
2.06695199013,1048576
2.07201814651,1048576
