DATA_SIZE,DURATION
16852,0.4736640453338623
16852,0.42361974716186523
16852,0.41975951194763184
16852,0.4230349063873291
16852,0.4222867488861084
16852,0.4216618537902832
16852,0.4202449321746826
16852,0.42130303382873535
16852,0.4253208637237549
16852,0.4214491844177246
27092,0.5614333152770996
27092,0.5589244365692139
27092,0.5555717945098877
27092,0.5552241802215576
27092,0.5583808422088623
27092,0.562995433807373
27092,0.5605642795562744
27092,0.5566885471343994
27092,0.5658180713653564
27092,0.5592048168182373
37332,0.69291090965271
37332,0.6954307556152344
37332,0.6957540512084961
37332,0.6903600692749023
37332,0.6946587562561035
37332,0.6900396347045898
37332,0.6892616748809814
37332,0.6908838748931885
37332,0.7021045684814453
37332,0.6911134719848633
47572,0.8316795825958252
47572,0.8370749950408936
47572,0.8466072082519531
47572,0.834014892578125
47572,0.8349916934967041
47572,0.828709602355957
47572,0.8421883583068848
47572,0.8264930248260498
47572,0.8282694816589355
47572,0.8374221324920654
57820,0.9622585773468018
57820,0.9789230823516846
57820,0.9679183959960938
57820,0.9666898250579834
57820,0.965203046798706
57820,0.9639103412628174
57820,0.9543707370758057
57820,0.9600069522857666
57820,0.9651460647583008
57820,0.9721105098724365
68060,1.103637933731079
68060,1.102602481842041
68060,1.106222152709961
68060,1.099435567855835
68060,1.117891788482666
68060,1.1049530506134033
68060,1.0934720039367676
68060,1.098252773284912
68060,1.1065328121185303
68060,1.0923597812652588
78300,1.2430815696716309
78300,1.2344934940338135
78300,1.2275898456573486
78300,1.2332236766815186
78300,1.2311978340148926
78300,1.239203691482544
78300,1.2357714176177979
78300,1.2386224269866943
78300,1.2274198532104492
78300,1.2398738861083984
88540,1.37776517868042
88540,1.3802433013916016
88540,1.3709931373596191
88540,1.3614680767059326
88540,1.3628828525543213
88540,1.3801860809326172
88540,1.3818676471710205
88540,1.3697152137756348
88540,1.3601837158203125
88540,1.3707056045532227
98780,1.510434627532959
98780,1.5002648830413818
98780,1.5020790100097656
98780,1.5046753883361816
98780,1.4880523681640625
98780,1.5109202861785889
98780,1.5039708614349365
98780,1.513930082321167
98780,1.4976398944854736
98780,1.4933035373687744
109020,1.6261675357818604
109020,1.6460411548614502
109020,1.6639800071716309
109020,1.625082015991211
109020,1.6336517333984375
109020,1.636725664138794
109020,1.633009433746338
109020,1.6241836547851562
109020,1.6265435218811035
109020,1.6275856494903564
119260,1.7573118209838867
119260,1.7712082862854004
119260,1.7806029319763184
119260,1.759873867034912
119260,1.773179531097412
119260,1.789884090423584
119260,1.7780706882476807
119260,1.7547998428344727
119260,1.762869119644165
119260,1.7937822341918945
129500,1.904273271560669
129500,1.8973019123077393
129500,1.9154927730560303
129500,1.9173977375030518
129500,1.9190595149993896
129500,1.89229416847229
129500,1.900364637374878
129500,1.9163429737091064
129500,1.896446704864502
129500,1.891533374786377
139740,2.042518377304077
139740,2.02595591545105
139740,2.026097059249878
139740,2.0388948917388916
139740,2.03358793258667
139740,2.056544065475464
139740,2.0405664443969727
139740,2.0463521480560303
139740,2.0282158851623535
139740,2.0470876693725586
149980,2.183695077896118
149980,2.172481060028076
149980,2.1639492511749268
149980,2.1858675479888916
149980,2.170347213745117
149980,2.1888933181762695
149980,2.1906068325042725
149980,2.1812663078308105
149980,2.185593605041504
149980,2.169179916381836
160220,2.2988030910491943
160220,2.298996686935425
160220,2.3156960010528564
160220,2.3010811805725098
160220,2.3070383071899414
160220,2.2984414100646973
160220,2.3364341259002686
160220,2.334434986114502
160220,2.3178372383117676
160220,2.316044330596924
170460,2.4385223388671875
170460,2.433192014694214
170460,2.432842969894409
170460,2.4571242332458496
170460,2.4708547592163086
170460,2.444626808166504
170460,2.462765693664551
170460,2.4567441940307617
170460,2.4608170986175537
170460,2.477644920349121
180700,2.5643184185028076
180700,2.561404228210449
180700,2.595790147781372
180700,2.5993881225585938
180700,2.5766446590423584
180700,2.5731606483459473
180700,2.584026336669922
180700,2.587541341781616
180700,2.568553924560547
180700,2.561551570892334
190940,2.7307512760162354
190940,2.7004003524780273
190940,2.7031843662261963
190940,2.7097556591033936
190940,2.699260950088501
190940,2.70632266998291
190940,2.7395496368408203
190940,2.729806423187256
190940,2.7162818908691406
190940,2.6970512866973877
201180,2.828113079071045
201180,2.837493896484375
201180,2.870394706726074
201180,2.862027645111084
201180,2.829284429550171
201180,2.8609025478363037
201180,2.8620834350585938
201180,2.8531033992767334
201180,2.8390510082244873
201180,2.8364686965942383
211420,2.983550786972046
211420,3.00150728225708
211420,3.004417657852173
211420,2.9927520751953125
211420,3.001142740249634
211420,3.0346219539642334
211420,2.9835641384124756
211420,2.973386287689209
211420,2.9969263076782227
211420,2.9800102710723877
221660,3.1005799770355225
221660,3.131777763366699
221660,3.104919910430908
221660,3.134700298309326
221660,3.1029818058013916
221660,3.097485303878784
221660,3.0991744995117188
221660,3.1036853790283203
221660,3.1078834533691406
221660,3.096219062805176
231900,3.2470765113830566
231900,3.229443073272705
231900,3.2366747856140137
231900,3.2537498474121094
231900,3.2690210342407227
231900,3.2572412490844727
231900,3.246067523956299
231900,3.231369972229004
231900,3.277787208557129
231900,3.2674529552459717
242140,3.3934743404388428
242140,3.372157335281372
242140,3.3950138092041016
242140,3.4218990802764893
242140,3.3677127361297607
242140,3.4045064449310303
242140,3.3843562602996826
242140,3.3891308307647705
242140,3.363429546356201
242140,3.414867639541626
252380,3.521927833557129
252380,3.499225378036499
252380,3.5180611610412598
252380,3.505537271499634
252380,3.5079939365386963
252380,3.5405075550079346
252380,3.5382988452911377
252380,3.556417465209961
252380,3.4870314598083496
252380,3.500526189804077
262620,3.6322360038757324
262620,3.6747660636901855
262620,3.6960768699645996
262620,3.6638855934143066
262620,3.6942434310913086
262620,3.663090229034424
262620,3.618781089782715
262620,3.6330485343933105
262620,3.6380558013916016
262620,3.6363751888275146
272860,3.8271870613098145
272860,3.7736873626708984
272860,3.79168701171875
272860,3.801982879638672
272860,3.8262486457824707
272860,3.8208887577056885
272860,3.7887582778930664
272860,3.7821409702301025
272860,3.7689716815948486
272860,3.770975351333618
283100,3.919830083847046
283100,3.9211533069610596
283100,3.9070611000061035
283100,3.9357423782348633
283100,3.9542737007141113
283100,3.912416458129883
283100,3.886526346206665
283100,3.957608222961426
283100,3.915426731109619
283100,3.9061710834503174
293340,4.073223352432251
293340,4.033462762832642
293340,4.074510097503662
293340,4.036595582962036
293340,4.051380634307861
293340,4.091529607772827
293340,4.106163263320923
293340,4.045784950256348
293340,4.024141550064087
293340,4.101596832275391
303580,4.190965414047241
303580,4.1803138256073
303580,4.167786359786987
303580,4.158254146575928
303580,4.161392688751221
303580,4.221340894699097
303580,4.158209323883057
303580,4.172430038452148
303580,4.190746307373047
303580,4.170117139816284
313820,4.33992862701416
313820,4.323842287063599
313820,4.36837363243103
313820,4.307224273681641
313820,4.33796501159668
313820,4.3589537143707275
313820,4.312048435211182
313820,4.3287718296051025
313820,4.304900884628296
313820,4.353679656982422
324060,4.499104261398315
324060,4.4989447593688965
324060,4.441100597381592
324060,4.432388544082642
324060,4.449396848678589
324060,4.434370756149292
324060,4.441221475601196
324060,4.444025754928589
324060,4.438239812850952
324060,4.4665069580078125
334300,4.591765880584717
334300,4.578585863113403
334300,4.575325012207031
334300,4.601958751678467
334300,4.620829820632935
334300,4.588720083236694
334300,4.630648136138916
334300,4.574259281158447
334300,4.662992715835571
334300,4.634839057922363
344540,4.7356085777282715
344540,4.753300905227661
344540,4.72069239616394
344540,4.781448602676392
344540,4.705461263656616
344540,4.755910158157349
344540,4.7606542110443115
344540,4.752765893936157
344540,4.732865333557129
344540,4.735349416732788
354780,4.863332509994507
354780,4.862116098403931
354780,4.861290693283081
354780,4.837229013442993
354780,4.869241237640381
354780,4.839287042617798
354780,4.8383119106292725
354780,4.881253242492676
354780,4.8543806076049805
354780,4.838825464248657
365020,5.004468679428101
365020,4.981913328170776
365020,4.972173452377319
365020,4.974778652191162
365020,4.966346979141235
365020,4.967263698577881
365020,4.977397680282593
365020,4.976922988891602
365020,4.993485450744629
365020,4.968108415603638
375260,5.173312664031982
375260,5.137890100479126
375260,5.111391544342041
375260,5.148474931716919
375260,5.105468273162842
375260,5.0953216552734375
375260,5.109590530395508
375260,5.180235147476196
375260,5.170423984527588
375260,5.119624853134155
385500,5.356695652008057
385500,5.302975177764893
385500,5.244353532791138
385500,5.247150659561157
385500,5.318450450897217
385500,5.27096700668335
385500,5.314317226409912
385500,5.236795902252197
385500,5.252356052398682
385500,5.283244609832764
395740,5.448267698287964
395740,5.471889019012451
395740,5.425518751144409
395740,5.365307569503784
395740,5.459503412246704
395740,5.409329414367676
395740,5.381328582763672
395740,5.443811416625977
395740,5.460486888885498
395740,5.448957204818726
405980,5.575718641281128
405980,5.509408712387085
405980,5.559544563293457
405980,5.543596029281616
405980,5.562880039215088
405980,5.53532075881958
405980,5.53871488571167
405980,5.5140604972839355
405980,5.502604961395264
405980,5.590265512466431
416220,5.694005966186523
416220,5.698348045349121
416220,5.677332639694214
416220,5.634589195251465
416220,5.7011353969573975
416220,5.695976257324219
416220,5.641191482543945
416220,5.692914724349976
416220,5.649366855621338
416220,5.668273448944092
426460,5.873010158538818
426460,5.853619813919067
426460,5.830101728439331
426460,5.781142473220825
426460,5.776277542114258
426460,5.839944362640381
426460,5.783936500549316
426460,5.863955497741699
426460,5.846642255783081
426460,5.804891586303711
436700,5.939149618148804
436700,5.921300649642944
436700,5.911957740783691
436700,5.8957133293151855
436700,5.931439161300659
436700,5.912452936172485
436700,6.001654624938965
436700,5.924517631530762
436700,5.956644296646118
436700,5.888182640075684
446940,6.106877326965332
446940,6.020233154296875
446940,6.058584451675415
446940,6.060950756072998
446940,6.118683576583862
446940,6.033708572387695
446940,6.053118944168091
446940,6.06879997253418
446940,6.058348178863525
446940,6.098107099533081
457180,6.210360765457153
457180,6.186946868896484
457180,6.23847508430481
457180,6.18470025062561
457180,6.185001373291016
457180,6.180675029754639
457180,6.174479722976685
457180,6.23214316368103
457180,6.208561897277832
457180,6.240894317626953
467420,6.324041128158569
467420,6.350335121154785
467420,6.318147659301758
467420,6.380707502365112
467420,6.398927927017212
467420,6.386254549026489
467420,6.355599880218506
467420,6.301832675933838
467420,6.383019924163818
467420,6.312912702560425
477660,6.518028020858765
477660,6.444362640380859
477660,6.500645875930786
477660,6.504503965377808
477660,6.491978645324707
477660,6.539574384689331
477660,6.542643308639526
477660,6.4295713901519775
477660,6.461748361587524
477660,6.503363370895386
487900,6.617627143859863
487900,6.615514755249023
487900,6.695117950439453
487900,6.6244306564331055
487900,6.621267557144165
487900,6.564698696136475
487900,6.58735990524292
487900,6.606612920761108
487900,6.659277677536011
487900,6.619251012802124
498140,6.769523620605469
498140,6.7520434856414795
498140,6.796705961227417
498140,6.781537055969238
498140,6.717166423797607
498140,6.716754913330078
498140,6.823828458786011
498140,6.711757183074951
498140,6.7581892013549805
498140,6.8280768394470215
508380,6.923308372497559
508380,6.832213878631592
508380,6.853948593139648
508380,6.94097375869751
508380,6.918200731277466
508380,6.952012062072754
508380,6.889358997344971
508380,6.844488859176636
508380,6.857243299484253
508380,6.858781814575195
518620,6.97125506401062
518620,7.066913604736328
518620,7.004213809967041
518620,6.991108179092407
518620,7.004344701766968
518620,7.026935815811157
518620,7.061161041259766
518620,7.001126050949097
518620,7.02014946937561
518620,7.040652275085449
528860,7.13370943069458
528860,7.177838325500488
528860,7.162609100341797
528860,7.180103063583374
528860,7.159734010696411
528860,7.215512990951538
528860,7.1455957889556885
528860,7.1786949634552
528860,7.183502197265625
528860,7.121922254562378
539100,7.251783847808838
539100,7.255593776702881
539100,7.3129003047943115
539100,7.338072776794434
539100,7.267701625823975
539100,7.3206703662872314
539100,7.282487392425537
539100,7.2594873905181885
539100,7.28153133392334
539100,7.245537042617798
549340,7.380808353424072
549340,7.468705177307129
549340,7.4361732006073
549340,7.437641859054565
549340,7.399632215499878
549340,7.414364814758301
549340,7.345814943313599
549340,7.412355661392212
549340,7.4836342334747314
549340,7.432486295700073
559580,7.503400564193726
559580,7.604738712310791
559580,7.514177322387695
