DATA_SIZE,DURATION
16852,0.42352747917175293
16852,0.4201529026031494
16852,0.41902828216552734
16852,0.4195830821990967
16852,0.41913723945617676
16852,0.4214460849761963
16852,0.4199981689453125
16852,0.4214918613433838
16852,0.4216780662536621
16852,0.4195256233215332
27092,0.552039384841919
27092,0.5543725490570068
27092,0.553595781326294
27092,0.5515213012695312
27092,0.5597324371337891
27092,0.5543403625488281
27092,0.5531916618347168
27092,0.5567986965179443
27092,0.5579822063446045
27092,0.558110237121582
37332,0.6941187381744385
37332,0.695349931716919
37332,0.6868505477905273
37332,0.6861708164215088
37332,0.6841607093811035
37332,0.6885628700256348
37332,0.6883060932159424
37332,0.6859698295593262
37332,0.6908235549926758
37332,0.6889464855194092
47572,0.820549488067627
47572,0.8249228000640869
47572,0.8254847526550293
47572,0.8170571327209473
47572,0.8207910060882568
47572,0.8216123580932617
47572,0.8220236301422119
47572,0.8175508975982666
47572,0.8259983062744141
47572,0.8212583065032959
57820,0.9555490016937256
57820,0.9522666931152344
57820,0.9595468044281006
57820,0.953887939453125
57820,0.9568839073181152
57820,0.9484782218933105
57820,0.9483308792114258
57820,0.953235387802124
57820,0.9506282806396484
57820,0.9485383033752441
68060,1.0906317234039307
68060,1.086350679397583
68060,1.084794044494629
68060,1.0820674896240234
68060,1.0947997570037842
68060,1.0903198719024658
68060,1.1035552024841309
68060,1.0967278480529785
68060,1.107100009918213
68060,1.1046335697174072
78300,1.2652678489685059
78300,1.233870029449463
78300,1.2218098640441895
78300,1.2263052463531494
78300,1.236215353012085
78300,1.2408013343811035
78300,1.2440996170043945
78300,1.23390793800354
78300,1.225327491760254
78300,1.2397174835205078
88540,1.360546588897705
88540,1.3603439331054688
88540,1.3577063083648682
88540,1.3626971244812012
88540,1.3664722442626953
88540,1.3684117794036865
88540,1.3712468147277832
88540,1.3684630393981934
88540,1.3744585514068604
88540,1.364886999130249
98780,1.5002357959747314
98780,1.497659683227539
98780,1.5157148838043213
98780,1.4970903396606445
98780,1.4907209873199463
98780,1.5089893341064453
98780,1.5027382373809814
98780,1.4926624298095703
98780,1.4960758686065674
98780,1.4996542930603027
109020,1.6303410530090332
109020,1.6415088176727295
109020,1.647874355316162
109020,1.6444981098175049
109020,1.6456615924835205
109020,1.6270136833190918
109020,1.6432783603668213
109020,1.6387887001037598
109020,1.6430370807647705
109020,1.6374640464782715
119260,1.769578218460083
119260,1.7797937393188477
119260,1.785186529159546
119260,1.7733654975891113
119260,1.7816991806030273
119260,1.762026309967041
119260,1.7758417129516602
119260,1.7635743618011475
119260,1.7857294082641602
119260,1.7792892456054688
129500,1.9094316959381104
129500,1.8941402435302734
129500,1.9113562107086182
129500,1.9166679382324219
129500,1.8965249061584473
129500,1.9030284881591797
129500,1.8951654434204102
129500,1.9012038707733154
129500,1.9159739017486572
129500,1.8988275527954102
139740,2.056495428085327
139740,2.0412418842315674
139740,2.0280847549438477
139740,2.0499846935272217
139740,2.0407378673553467
139740,2.028470039367676
139740,2.0444366931915283
139740,2.0366246700286865
139740,2.0657918453216553
139740,2.035975694656372
149980,2.189338207244873
149980,2.1912007331848145
149980,2.1944243907928467
149980,2.194288730621338
149980,2.165919065475464
149980,2.1857922077178955
149980,2.160382032394409
149980,2.179971218109131
149980,2.162074565887451
149980,2.1713998317718506
160220,2.3008852005004883
160220,2.3034756183624268
160220,2.3249106407165527
160220,2.320314645767212
160220,2.3054916858673096
160220,2.3214495182037354
160220,2.320411205291748
160220,2.3098151683807373
160220,2.311006784439087
160220,2.2973361015319824
170460,2.4528968334198
170460,2.474266529083252
170460,2.42924427986145
170460,2.437354564666748
170460,2.434175968170166
170460,2.437384605407715
170460,2.471445322036743
170460,2.4665379524230957
170460,2.4350030422210693
170460,2.439457654953003
180700,2.604051113128662
180700,2.5964269638061523
180700,2.574136257171631
180700,2.5780491828918457
180700,2.599806308746338
180700,2.5685088634490967
180700,2.576561212539673
180700,2.570648670196533
180700,2.6036314964294434
180700,2.588386297225952
190940,2.726078510284424
190940,2.723006248474121
190940,2.746553897857666
190940,2.7066380977630615
190940,2.703085422515869
190940,2.724750280380249
190940,2.6932454109191895
190940,2.7166571617126465
190940,2.716367721557617
190940,2.70823073387146
201180,2.860480308532715
201180,2.8613827228546143
201180,2.8515539169311523
201180,2.8732800483703613
201180,2.845660924911499
201180,2.832562208175659
201180,2.831782579421997
201180,2.8268492221832275
201180,2.869699716567993
201180,2.8369410037994385
211420,2.964228630065918
211420,2.966047525405884
211420,2.9689595699310303
211420,3.014118194580078
211420,2.9765894412994385
211420,2.9869861602783203
211420,2.9771924018859863
211420,2.976050615310669
211420,2.9636406898498535
211420,2.967489719390869
221660,3.133941173553467
221660,3.0959272384643555
221660,3.1248435974121094
221660,3.1087517738342285
221660,3.1591954231262207
221660,3.1343042850494385
221660,3.097252368927002
221660,3.140822649002075
221660,3.1062099933624268
221660,3.1222822666168213
231900,3.234189748764038
231900,3.2350924015045166
231900,3.2480971813201904
231900,3.2614526748657227
231900,3.2792344093322754
231900,3.275125503540039
231900,3.234010934829712
231900,3.2379536628723145
231900,3.2224483489990234
231900,3.2864503860473633
242140,3.4158873558044434
242140,3.3683977127075195
242140,3.362671136856079
242140,3.405898332595825
242140,3.405924081802368
242140,3.3905818462371826
242140,3.4105184078216553
242140,3.4067609310150146
242140,3.3912341594696045
242140,3.419414758682251
252380,3.5002362728118896
252380,3.5480082035064697
252380,3.539823532104492
252380,3.5173532962799072
252380,3.553356647491455
252380,3.5554494857788086
252380,3.6097397804260254
252380,3.5358402729034424
252380,3.6444761753082275
252380,3.505722761154175
262620,3.642930269241333
262620,3.646859645843506
262620,3.6565234661102295
262620,3.637754440307617
262620,3.642897129058838
262620,3.6711223125457764
262620,3.6676647663116455
262620,3.6686081886291504
262620,3.6879522800445557
262620,3.6534483432769775
272860,3.7867236137390137
272860,3.834611415863037
272860,3.8043086528778076
272860,3.808627128601074
272860,3.7940568923950195
272860,3.767906427383423
272860,3.810086250305176
272860,3.8108787536621094
272860,3.818706512451172
272860,3.7620809078216553
283100,3.960355281829834
283100,3.9277102947235107
283100,3.945383071899414
283100,3.9512579441070557
283100,3.9467062950134277
283100,3.954861640930176
283100,3.9571964740753174
283100,3.951353073120117
283100,3.9660255908966064
283100,3.939183473587036
293340,4.0772223472595215
293340,4.061066150665283
293340,4.104570627212524
293340,4.044693470001221
293340,4.029293537139893
293340,4.074590444564819
293340,4.036189794540405
293340,4.0317299365997314
293340,4.041823625564575
293340,4.077396392822266
303580,4.213833332061768
